case_category,repo,instance_id,condition,replication_index,clean_success,degraded_success,clean_success_degraded_failure,baseline_hard,clean_fail_to_pass_failed_count,degraded_fail_to_pass_failed_count,fail_to_pass_failed_count_delta,clean_pass_to_pass_failed_count,degraded_pass_to_pass_failed_count,pass_to_pass_failed_count_delta,total_tokens_corrected_delta,changed_file_count_delta,files_opened_before_first_edit_delta,exploration_efficiency_delta,clean_changed_files,degraded_changed_files,annotation_nodes,comparison_file,comparison_path,interpretation
high_abs_token_delta,pylint-dev/pylint,pylint-dev__pylint-4604,type_hints,1,False,False,False,True,21,21,0,0,0,0,-543644,0,-2,-0.0667,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,3.0,pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
high_abs_token_delta,sympy/sympy,sympy__sympy-11618,remove_tests,3,True,True,False,False,0,0,0,0,0,0,488807,0,-1,0.0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,0.0,sympy_sympy-11618_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_remove_tests_rep_3_oracle_comparison.json,"Outcome-stable comparison; useful mainly for process, cost, and patch-shape interpretation."
high_abs_token_delta,pydata/xarray,pydata__xarray-4966,naming,0,True,False,True,False,0,4,4,0,17,17,471093,2,0,0.0,xarray/coding/variables.py|xarray/tests/test_coding.py,properties/test_encode_decode.py|xarray/coding/variables.py|xarray/conventions.py|xarray/tests/test_coding.py,11.0,pydata_xarray-4966_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-4966_naming_rep_0_oracle_comparison.json,Official clean pass and degraded failure; count as degradation-associated outcome transition in the paired design.
high_abs_token_delta,psf/requests,psf__requests-1921,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-465673,0,0,0.0,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,0.0,psf_requests-1921_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1921_remove_tests_rep_3_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
high_abs_token_delta,pylint-dev/pylint,pylint-dev__pylint-4970,remove_tests,3,False,False,False,True,1,1,0,0,0,0,-457104,1,-1,-0.1666999999999999,pylint/checkers/similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,118.0,pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
high_abs_token_delta,pylint-dev/pylint,pylint-dev__pylint-4970,comments_docstrings,2,False,False,False,True,1,1,0,0,0,0,442146,-1,2,-0.1143,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,118.0,pylint-dev_pylint-4970_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,pytest-dev/pytest,pytest-dev__pytest-10356,naming,0,False,False,False,True,1,1,0,0,0,0,-785242,1,0,0.0,src/_pytest/mark/structures.py|testing/test_mark.py,src/_pytest/mark/structures.py|src/_pytest/python.py|testing/test_mark.py,230.0,pytest-dev_pytest-10356_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10356_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,django/django,django__django-16631,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-675973,5,-3,0.025,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_auth_backends.py|tests/auth_tests/test_basic.py,0.0,django_django-16631_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16631_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
degraded_cheaper,django/django,django__django-16502,comments_docstrings,2,False,False,False,True,1,1,0,0,0,0,-590973,2,2,-0.1667,django/core/servers/basehttp.py|django/middleware/http.py|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/servers/test_basehttp.py,0.0,django_django-16502_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,pylint-dev/pylint,pylint-dev__pylint-4604,type_hints,1,False,False,False,True,21,21,0,0,0,0,-543644,0,-2,-0.0667,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,pylint/checkers/variables.py|tests/functional/u/unused/unused_typing_imports.py,3.0,pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4604_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,psf/requests,psf__requests-1921,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-465673,0,0,0.0,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,0.0,psf_requests-1921_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1921_remove_tests_rep_3_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
degraded_cheaper,pylint-dev/pylint,pylint-dev__pylint-4970,remove_tests,3,False,False,False,True,1,1,0,0,0,0,-457104,1,-1,-0.1666999999999999,pylint/checkers/similar.py|tests/test_self.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py|tests/test_self.py,118.0,pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25232,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-441090,1,2,-0.4666999999999999,sklearn/impute/_iterative.py|sklearn/impute/tests/test_impute.py,sklearn/impute/_iterative.py|sklearn/impute/tests/test_common.py|sklearn/impute/tests/test_impute.py,1.0,scikit-learn_scikit-learn-25232_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/scikit-learn_scikit-learn-25232_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
degraded_cheaper,pylint-dev/pylint,pylint-dev__pylint-4970,type_hints,1,False,False,False,True,1,1,0,0,0,0,-348794,0,0,0.0,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,118.0,pylint-dev_pylint-4970_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,sphinx-doc/sphinx,sphinx-doc__sphinx-9673,type_hints,1,True,True,False,False,0,0,0,0,0,0,-341411,0,1,-0.0999999999999999,setup.py|sphinx/ext/autodoc/typehints.py|tests/test_ext_autodoc_configs.py|tox.ini,setup.py|sphinx/ext/autodoc/typehints.py|tests/test_ext_autodoc_configs.py|tox.ini,24.0,sphinx-doc_sphinx-9673_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sphinx-doc_sphinx-9673_type_hints_rep_1_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
degraded_cheaper,matplotlib/matplotlib,matplotlib__matplotlib-20676,remove_tests,3,False,False,False,True,2,2,0,0,0,0,-313381,8,-3,0.0999999999999999,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0.0,matplotlib_matplotlib-20676_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,sympy/sympy,sympy__sympy-12096,type_hints,1,True,True,False,False,0,0,0,0,0,0,-309104,0,3,-0.3,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py,0.0,sympy_sympy-12096_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-12096_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
degraded_cheaper,django/django,django__django-16527,type_hints,1,True,True,False,False,0,0,0,0,0,0,-269709,4,-2,0.1667,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py,0.0,django_django-16527_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16527_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
degraded_cheaper,astropy/astropy,astropy__astropy-14365,naming,0,False,False,False,True,1,1,0,0,0,0,-242065,0,0,0.0,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,astropy/io/ascii/qdp.py|astropy/io/ascii/tests/test_qdp.py,0.0,astropy_astropy-14365_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/astropy_astropy-14365_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
degraded_cheaper,pytest-dev/pytest,pytest-dev__pytest-7432,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-228797,1,-1,0.3333,src/_pytest/skipping.py|testing/test_skipping.py,src/_pytest/skipping.py|testing/test_skipping.py|testing/test_terminal.py,,rep_3_remove_tests_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/rep_3_remove_tests_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
degraded_cheaper,psf/requests,psf__requests-1724,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-210068,0,1,-0.0499999999999999,requests/models.py|test_requests.py,requests/models.py|test_requests.py,0.0,psf_requests-1724_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1724_remove_tests_rep_3_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
degraded_cheaper,django/django,django__django-16631,naming,0,True,True,False,False,0,0,0,0,0,0,-202482,4,1,-0.0714,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_basic.py,0.0,django_django-16631_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16631_naming_rep_0_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
degraded_cheaper,pylint-dev/pylint,pylint-dev__pylint-6903,remove_tests,3,True,True,False,False,0,0,0,0,0,0,-179190,2,2,-0.4666999999999999,pylint/lint/run.py|tests/config/test_config.py,pylint/lint/run.py|tests/functional/s/symlink/_binding/__init__.py|tests/functional/s/symlink/_binding/symlink_module.py|tests/test_pylint_runners.py,19.0,pylint-dev_pylint-6903_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-6903_remove_tests_rep_3_oracle_comparison.json,Remove-tests changed the visible patch/test target; oracle replay is the authoritative score.
degraded_cheaper,sympy/sympy,sympy__sympy-11618,type_hints,1,True,True,False,False,0,0,0,0,0,0,-167411,0,0,0.0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,0.0,sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,Low-signal type-hints surface; use mainly as matrix-completeness/process evidence.
degraded_cheaper,pydata/xarray,pydata__xarray-3677,type_hints,1,True,True,False,False,0,0,0,0,0,0,-149550,1,-1,0.0999999999999999,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/dataset.py|xarray/core/merge.py|xarray/tests/test_merge.py,366.0,pydata_xarray-3677_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pydata_xarray-3677_type_hints_rep_1_oracle_comparison.json,Degraded run was cheaper in corrected cumulative tokens despite the degradation.
degraded_cheaper,matplotlib/matplotlib,matplotlib__matplotlib-20676,type_hints,1,False,False,False,True,2,2,0,0,0,0,-146668,8,0,0.0,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0.0,matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pytest-dev/pytest,pytest-dev__pytest-10356,comments_docstrings,2,False,False,False,True,1,1,0,0,0,0,6155,0,-1,0.0667,src/_pytest/mark/structures.py|testing/test_mark.py,src/_pytest/mark/structures.py|testing/test_mark.py,230.0,pytest-dev_pytest-10356_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10356_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pytest-dev/pytest,pytest-dev__pytest-10356,naming,0,False,False,False,True,1,1,0,0,0,0,-785242,1,0,0.0,src/_pytest/mark/structures.py|testing/test_mark.py,src/_pytest/mark/structures.py|src/_pytest/python.py|testing/test_mark.py,230.0,pytest-dev_pytest-10356_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10356_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pytest-dev/pytest,pytest-dev__pytest-10356,remove_tests,3,False,False,False,True,1,1,0,0,0,0,29807,1,0,-0.25,src/_pytest/mark/structures.py|testing/test_mark.py,src/_pytest/mark/structures.py|testing/test_collection.py|testing/test_mark.py,230.0,pytest-dev_pytest-10356_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10356_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pytest-dev/pytest,pytest-dev__pytest-10356,type_hints,1,False,False,False,True,1,1,0,0,0,0,-79733,0,-1,0.1666999999999999,src/_pytest/mark/structures.py|testing/test_mark.py,src/_pytest/mark/structures.py|testing/test_mark.py,230.0,pytest-dev_pytest-10356_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pytest-dev_pytest-10356_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,django/django,django__django-16502,naming,0,False,False,False,True,1,1,0,0,0,0,783991,6,0,0.0,django/core/servers/basehttp.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py,0.0,django_django-16502_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,django/django,django__django-16502,comments_docstrings,2,False,False,False,True,1,1,0,0,0,0,-590973,2,2,-0.1667,django/core/servers/basehttp.py|django/middleware/http.py|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/servers/test_basehttp.py,0.0,django_django-16502_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,django/django,django__django-16502,remove_tests,3,False,False,False,True,1,1,0,0,0,0,428916,7,-1,-0.1332999999999999,django/core/servers/basehttp.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py|tests/servers/tests.py,0.0,django_django-16502_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,django/django,django__django-16502,type_hints,1,False,False,False,True,1,1,0,0,0,0,-70911,4,1,-0.0999999999999999,django/core/servers/basehttp.py|django/middleware/http.py|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py,0.0,django_django-16502_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/django_django-16502_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,psf/requests,psf__requests-1142,comments_docstrings,2,False,False,False,True,1,1,0,0,0,0,396950,0,0,0.0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,0.0,psf_requests-1142_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1142_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,psf/requests,psf__requests-1142,type_hints,1,False,False,False,True,1,1,0,0,0,0,-10214,0,0,0.0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,0.0,psf_requests-1142_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1142_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,psf/requests,psf__requests-1921,type_hints,1,False,True,False,True,1,0,-1,0,0,0,-32786,0,-1,0.5,requests/sessions.py|test_requests.py,requests/sessions.py|test_requests.py,0.0,psf_requests-1921_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/psf_requests-1921_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,matplotlib/matplotlib,matplotlib__matplotlib-20676,naming,0,False,False,False,True,2,2,0,0,32,32,426868,20,0,0.0,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,examples/widgets/annotated_cursor.py|examples/widgets/lasso_selector_demo_sgskip.py|examples/widgets/polygon_selector_demo.py|examples/widgets/radio_buttons.py|examples/widgets/textbox.py|lib/matplotlib/artist.py|lib/matplotlib/backend_bases.py|lib/matplotlib/backend_managers.py|lib/matplotlib/cbook/__init__.py|lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/projections/polar.py|lib/matplotlib/tests/test_cbook.py|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py|lib/mpl_toolkits/mplot3d/axis3d.py,0.0,matplotlib_matplotlib-20676_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_naming_rep_0_oracle_comparison.json,"Clean already missed the target, so target failure is not new; extra regression-test failures still count as damage."
clean_already_failed,matplotlib/matplotlib,matplotlib__matplotlib-20676,comments_docstrings,2,False,False,False,True,2,2,0,0,0,0,1111918,8,-1,0.3333,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0.0,matplotlib_matplotlib-20676_comments_docstrings_rep_2_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_comments_docstrings_rep_2_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,matplotlib/matplotlib,matplotlib__matplotlib-20676,remove_tests,3,False,False,False,True,2,2,0,0,0,0,-313381,8,-3,0.0999999999999999,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0.0,matplotlib_matplotlib-20676_remove_tests_rep_3_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_remove_tests_rep_3_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,matplotlib/matplotlib,matplotlib__matplotlib-20676,type_hints,1,False,False,False,True,2,2,0,0,0,0,-146668,8,0,0.0,lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,lib/matplotlib/mpl-data/images/back-symbolic.svg|lib/matplotlib/mpl-data/images/filesave-symbolic.svg|lib/matplotlib/mpl-data/images/forward-symbolic.svg|lib/matplotlib/mpl-data/images/help-symbolic.svg|lib/matplotlib/mpl-data/images/home-symbolic.svg|lib/matplotlib/mpl-data/images/move-symbolic.svg|lib/matplotlib/mpl-data/images/subplots-symbolic.svg|lib/matplotlib/mpl-data/images/zoom_to_rect-symbolic.svg|lib/matplotlib/tests/test_widgets.py|lib/matplotlib/widgets.py,0.0,matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/matplotlib_matplotlib-20676_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4970,naming,0,False,False,False,True,1,1,0,0,0,0,617191,0,2,-0.1667,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,118.0,pylint-dev_pylint-4970_naming_rep_0_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_naming_rep_0_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
clean_already_failed,pylint-dev/pylint,pylint-dev__pylint-4970,type_hints,1,False,False,False,True,1,1,0,0,0,0,-348794,0,0,0.0,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,pylint/checkers/similar.py|tests/checkers/unittest_similar.py,118.0,pylint-dev_pylint-4970_type_hints_rep_1_oracle_comparison.json,archive/provenance/dev/active/bootstrap-2026-04-22/pylint-dev_pylint-4970_type_hints_rep_1_oracle_comparison.json,Clean already missed target; do not attribute degraded target failure to the degradation.
