comparison_file,instance_id,repo,condition,replication_index,clean_success,degraded_success,clean_fail_to_pass_failed_count,degraded_fail_to_pass_failed_count,clean_pass_to_pass_failed_count,degraded_pass_to_pass_failed_count,target_success_changed,fail_to_pass_failed_count_delta,pass_to_pass_failed_count_delta,clean_files_opened_before_first_edit,degraded_files_opened_before_first_edit,files_opened_before_first_edit_delta,clean_exploration_efficiency,degraded_exploration_efficiency,exploration_efficiency_delta,clean_total_tokens_corrected,degraded_total_tokens_corrected,total_tokens_corrected_delta,clean_input_tokens,degraded_input_tokens,clean_cached_input_tokens,degraded_cached_input_tokens,clean_output_tokens,degraded_output_tokens,clean_changed_file_count,degraded_changed_file_count,changed_file_count_delta,changed_file_overlap_count,clean_only_changed_file_count,degraded_only_changed_file_count,clean_changed_files,degraded_changed_files,clean_opened_files_before_first_edit,degraded_opened_files_before_first_edit,clean_dead_end_file_opens,degraded_dead_end_file_opens,dead_end_file_opens_delta
pydata_xarray-4629_remove_tests_rep_3_oracle_comparison.json,pydata__xarray-4629,pydata/xarray,remove_tests,3,True,True,0,0,0,0,False,0,0,2,1,-1,1.0,1.0,0.0,278069,268874,-9195,275764,266276,212352,229120,2305,2598,2,2,0,2,0,0,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py|xarray/tests/test_merge.py,xarray/core/merge.py,0,0,0
pydata_xarray-4966_naming_rep_0_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,naming,0,True,False,0,4,0,17,True,4,17,5,5,0,0.4,0.4,0.0,489466,960559,471093,484475,953277,445056,849792,4991,7282,2,4,2,2,0,2,xarray/coding/variables.py|xarray/tests/test_coding.py,properties/test_encode_decode.py|xarray/coding/variables.py|xarray/conventions.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_backends.py|xarray/tests/test_conventions.py|xarray/conventions.py,xarray/tests/test_coding.py|xarray/tests/test_backends.py|xarray/tests/test_conventions.py|xarray/coding/variables.py|xarray/conventions.py,3,3,0
pydata_xarray-4966_type_hints_rep_1_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,type_hints,1,True,True,0,0,0,0,False,0,0,4,4,0,0.5,0.5,0.0,454613,614080,159467,449439,607943,404736,511360,5174,6137,2,2,0,2,0,0,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/tests/test_coding.py|xarray/conventions.py,xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/tests/test_coding.py|xarray/conventions.py,2,2,0
pydata_xarray-4966_comments_docstrings_rep_2_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,comments_docstrings,2,True,True,0,0,0,0,False,0,0,4,5,1,0.5,0.4,-0.0999999999999999,459782,555215,95433,453713,549356,427264,504832,6069,5859,2,2,0,2,0,0,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/tests/test_coding.py|xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/conventions.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_backends.py|xarray/tests/test_conventions.py|xarray/conventions.py,2,3,1
pydata_xarray-4966_remove_tests_rep_3_oracle_comparison.json,pydata__xarray-4966,pydata/xarray,remove_tests,3,True,True,0,0,0,0,False,0,0,4,5,1,0.5,0.2,-0.3,516662,515154,-1508,511962,509748,474112,481408,4700,5406,2,3,1,2,0,1,xarray/coding/variables.py|xarray/tests/test_coding.py,xarray/coding/variables.py|xarray/tests/test_coding.py|xarray/tests/test_conventions.py,xarray/coding/variables.py|xarray/tests/test_backends.py|xarray/tests/test_coding.py|xarray/conventions.py,xarray/tests/test_backends.py|xarray/coding/variables.py|xarray/tests/test_conventions.py|xarray/conventions.py|xarray/tests/__init__.py,2,4,2
sympy_sympy-11618_naming_rep_0_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,naming,0,True,False,0,0,0,2,True,0,2,3,3,0,0.6667,0.6667,0.0,526554,521011,-5543,522946,517495,482432,461952,3608,3516,2,5,3,2,0,3,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/line3d.py|sympy/geometry/plane.py|sympy/geometry/point.py|sympy/geometry/tests/test_point.py|sympy/geometry/util.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py|sympy/core/compatibility.py,sympy/geometry/tests/test_point.py|sympy/geometry/point.py|sympy/core/compatibility.py,1,1,0
sympy_sympy-11618_comments_docstrings_rep_2_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,comments_docstrings,2,True,True,0,0,0,0,False,0,0,3,3,0,0.6667,0.6667,0.0,651001,644603,-6398,647685,641197,581760,579072,3316,3406,2,2,0,2,0,0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/tests/test_point.py|sympy/geometry/point.py|sympy/core/compatibility.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py|sympy/core/compatibility.py,1,1,0
sympy_sympy-11618_remove_tests_rep_3_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,remove_tests,3,True,True,0,0,0,0,False,0,0,2,1,-1,1.0,1.0,0.0,592535,1081342,488807,588618,1075907,535040,998272,3917,5435,2,2,0,2,0,0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py,0,0,0
sympy_sympy-11618_type_hints_rep_1_oracle_comparison.json,sympy__sympy-11618,sympy/sympy,type_hints,1,True,True,0,0,0,0,False,0,0,2,2,0,1.0,1.0,0.0,501705,334294,-167411,497914,331195,444800,268544,3791,3099,2,2,0,2,0,0,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,sympy/geometry/point.py|sympy/geometry/tests/test_point.py,0,0,0
sympy_sympy-12096_naming_rep_0_oracle_comparison.json,sympy__sympy-12096,sympy/sympy,naming,0,True,True,0,0,0,0,False,0,0,4,7,3,0.25,0.2857,0.0357,739131,1563817,824686,733647,1554789,694656,1462912,5484,9028,2,8,6,1,1,7,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/basic.py|sympy/core/function.py|sympy/core/tests/test_function.py|sympy/functions/elementary/exponential.py|sympy/functions/elementary/trigonometric.py|sympy/functions/special/error_functions.py|sympy/functions/special/gamma_functions.py|sympy/utilities/tests/test_lambdify.py,sympy/core/function.py|sympy/core/tests/test_evalf.py|sympy/core/evalf.py|sympy/core/basic.py,sympy/core/function.py|sympy/utilities/tests/test_lambdify.py|sympy/core/tests/test_function.py|sympy/utilities/lambdify.py|sympy/core/numbers.py|sympy/core/basic.py|sympy/core/evalf.py,3,5,2
sympy_sympy-12096_comments_docstrings_rep_2_oracle_comparison.json,sympy__sympy-12096,sympy/sympy,comments_docstrings,2,True,True,0,0,0,0,False,0,0,5,3,-2,0.2,0.3333,0.1332999999999999,532998,1076892,543894,527448,1070106,475776,1004160,5550,6786,2,3,1,2,0,1,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py|sympy/utilities/tests/test_lambdify.py,sympy/core/tests/test_evalf.py|sympy/core/function.py|sympy/core/evalf.py|sympy/core/operations.py|sympy/core/numbers.py,sympy/core/tests/test_evalf.py|sympy/core/function.py|sympy/core/evalf.py,4,2,-2
sympy_sympy-12096_remove_tests_rep_3_oracle_comparison.json,sympy__sympy-12096,sympy/sympy,remove_tests,3,True,True,0,0,0,0,False,0,0,7,5,-2,0.2857,0.2,-0.0857,876074,1015008,138934,869104,1009132,819456,950656,6970,5876,2,3,1,2,0,1,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py|sympy/utilities/tests/test_lambdify.py,sympy/core/function.py|sympy/utilities/tests/test_lambdify.py|sympy/core/tests/test_evalf.py|sympy/core/basic.py|sympy/core/expr.py|sympy/core/evalf.py|sympy/core/numbers.py,sympy/core/tests/test_function.py|sympy/core/function.py|sympy/core/tests/test_evalf.py|sympy/core/numbers.py|sympy/core/evalf.py,5,4,-1
sympy_sympy-12096_type_hints_rep_1_oracle_comparison.json,sympy__sympy-12096,sympy/sympy,type_hints,1,True,True,0,0,0,0,False,0,0,2,5,3,0.5,0.2,-0.3,846266,537162,-309104,839520,531804,781696,462848,6746,5358,2,2,0,2,0,0,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py,sympy/core/function.py|sympy/core/tests/test_evalf.py|sympy/core/numbers.py|sympy/core/evalf.py|sympy/core/basic.py,1,4,3
sympy_sympy-12419_naming_rep_0_oracle_comparison.json,sympy__sympy-12419,sympy/sympy,naming,0,True,False,0,1,0,7,True,1,7,3,4,1,0.6667,0.5,-0.1666999999999999,2124867,2327688,202821,2113186,2312163,2023552,2205824,11681,15525,4,8,4,4,0,4,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/matmul.py|sympy/matrices/expressions/tests/test_funcmatrix.py|sympy/matrices/expressions/tests/test_indexing.py|sympy/matrices/expressions/tests/test_inverse.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py|sympy/functions/special/tensor_functions.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py|sympy/matrices/expressions/tests/test_matexpr.py|sympy/__init__.py,1,2,1
sympy_sympy-12419_comments_docstrings_rep_2_oracle_comparison.json,sympy__sympy-12419,sympy/sympy,comments_docstrings,2,True,True,0,0,0,0,False,0,0,2,3,1,0.5,0.6667,0.1666999999999999,1116747,2123692,1006945,1107043,2111653,1026176,2010240,9704,12039,3,4,1,2,1,2,sympy/concrete/summations.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py|sympy/matrices/expressions/tests/test_indexing.py,1,1,0
sympy_sympy-12419_remove_tests_rep_3_oracle_comparison.json,sympy__sympy-12419,sympy/sympy,remove_tests,3,True,True,0,0,0,0,False,0,0,2,3,1,1.0,0.3333,-0.6667000000000001,692285,868570,176285,687008,862086,638336,818688,5277,6484,2,3,1,2,0,1,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/immutable.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_indexing.py,0,2,2
sympy_sympy-12419_type_hints_rep_1_oracle_comparison.json,sympy__sympy-12419,sympy/sympy,type_hints,1,True,True,0,0,0,0,False,0,0,2,2,0,1.0,1.0,0.0,1927531,2052480,124949,1914147,2041066,1731712,1943168,13384,11414,4,4,0,4,0,0,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/concrete/summations.py|sympy/concrete/tests/test_sums_products.py|sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,sympy/matrices/expressions/tests/test_matexpr.py|sympy/matrices/expressions/matexpr.py,sympy/matrices/expressions/matexpr.py|sympy/matrices/expressions/tests/test_matexpr.py,0,0,0
django_django-16502_naming_rep_0_oracle_comparison.json,django__django-16502,django/django,naming,0,False,False,1,1,0,0,False,0,0,3,3,0,0.6667,0.6667,0.0,645072,1429063,783991,639781,1421160,585984,1350656,5291,7903,2,8,6,2,0,6,django/core/servers/basehttp.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|tests/servers/test_basehttp.py|tests/builtin_server/tests.py,tests/builtin_server/tests.py|django/core/servers/basehttp.py|tests/servers/test_basehttp.py,1,1,0
django_django-16502_comments_docstrings_rep_2_oracle_comparison.json,django__django-16502,django/django,comments_docstrings,2,False,False,1,1,0,0,False,0,0,4,6,2,0.5,0.3333,-0.1667,1470391,879418,-590973,1461441,872620,1389952,797312,8950,6798,4,6,2,2,2,4,django/core/servers/basehttp.py|django/middleware/http.py|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/servers/test_basehttp.py,tests/servers/test_basehttp.py|django/core/servers/basehttp.py|tests/servers/tests.py|django/middleware/http.py,django/core/servers/basehttp.py|tests/builtin_server/tests.py|tests/servers/tests.py|tests/servers/test_basehttp.py|django/middleware/http.py|tests/middleware/tests.py,2,4,2
django_django-16502_remove_tests_rep_3_oracle_comparison.json,django__django-16502,django/django,remove_tests,3,False,False,1,1,0,0,False,0,0,6,5,-1,0.3333,0.2,-0.1332999999999999,573145,1002061,428916,567718,994650,520832,930176,5427,7411,2,9,7,2,0,7,django/core/servers/basehttp.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py|tests/servers/tests.py,django/core/servers/basehttp.py|tests/builtin_server/tests.py|tests/servers/test_basehttp.py|tests/servers/tests.py|tests/servers/views.py|tests/servers/urls.py,django/core/servers/basehttp.py|tests/servers/tests.py|tests/builtin_server/tests.py|tests/servers/views.py|tests/servers/urls.py,4,4,0
django_django-16502_type_hints_rep_1_oracle_comparison.json,django__django-16502,django/django,type_hints,1,False,False,1,1,0,0,False,0,0,4,5,1,0.5,0.4,-0.0999999999999999,816893,745982,-70911,810184,737358,730112,656256,6709,8624,4,8,4,4,0,4,django/core/servers/basehttp.py|django/middleware/http.py|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/middleware/http.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/middleware/tests.py|tests/servers/test_basehttp.py,django/core/servers/basehttp.py|django/test/client.py|tests/servers/test_basehttp.py|tests/builtin_server/tests.py,django/core/servers/basehttp.py|tests/builtin_server/tests.py|tests/servers/test_basehttp.py|django/test/client.py|django/middleware/http.py,2,3,1
django_django-16527_naming_rep_0_oracle_comparison.json,django__django-16527,django/django,naming,0,True,True,0,0,0,0,False,0,0,4,4,0,0.5,0.5,0.0,361563,600362,238799,358292,595728,322176,513024,3271,4634,2,6,4,2,0,4,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/test_templatetags.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py,tests/admin_views/test_templatetags.py|django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py|tests/admin_views/admin.py,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py|tests/admin_views/admin.py|tests/admin_views/test_templatetags.py,2,2,0
django_django-16527_comments_docstrings_rep_2_oracle_comparison.json,django__django-16527,django/django,comments_docstrings,2,True,True,0,0,0,0,False,0,0,5,6,1,0.4,0.1667,-0.2333,269209,586488,317279,266867,581402,247168,497664,2342,5086,2,7,5,2,0,5,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/test_templatetags.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py|tests/admin_views/tests.py,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/test_templatetags.py|tests/admin_views/tests.py|tests/admin_views/admin.py|tests/admin_views/models.py,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/admin.py|tests/admin_views/tests.py|tests/admin_views/urls.py|tests/admin_views/templates/admin/admin_views/article/submit_line.html|tests/admin_views/models.py,3,5,2
django_django-16527_remove_tests_rep_3_oracle_comparison.json,django__django-16527,django/django,remove_tests,3,True,True,0,0,0,0,False,0,0,3,3,0,0.3333,0.3333,0.0,513990,904423,390433,509814,899641,471552,843776,4176,4782,2,7,5,2,0,5,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py|tests/admin_views/tests.py,tests/admin_views/tests.py|django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/admin.py,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py|tests/admin_views/admin.py,2,2,0
django_django-16527_type_hints_rep_1_oracle_comparison.json,django__django-16527,django/django,type_hints,1,True,True,0,0,0,0,False,0,0,6,4,-2,0.3333,0.5,0.1667,678372,408663,-269709,673861,404990,632320,365056,4511,3673,2,6,4,1,1,5,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py,django/contrib/admin/templatetags/admin_modify.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/admin_views/test_templatetags.py,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py|tests/admin_views/test_templatetags.py|tests/admin_views/admin.py|tests/admin_views/models.py|django/contrib/admin/options.py,django/contrib/admin/templatetags/admin_modify.py|tests/admin_views/tests.py|tests/admin_views/test_templatetags.py|tests/admin_views/admin.py,4,2,-2
django_django-16631_naming_rep_0_oracle_comparison.json,django__django-16631,django/django,naming,0,True,True,0,0,0,0,False,0,0,6,7,1,0.5,0.4286,-0.0714,659834,457352,-202482,653551,451573,611456,390528,6283,5779,3,7,4,3,0,4,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_basic.py,django/contrib/auth/base_user.py|django/contrib/auth/__init__.py|tests/auth_tests/test_basic.py|tests/auth_tests/test_views.py|django/contrib/auth/tokens.py|tests/auth_tests/test_tokens.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py|django/contrib/auth/tokens.py|tests/auth_tests/test_tokens.py|tests/auth_tests/settings.py|tests/auth_tests/test_views.py,3,4,1
django_django-16631_comments_docstrings_rep_2_oracle_comparison.json,django__django-16631,django/django,comments_docstrings,2,True,True,0,0,0,0,False,0,0,8,11,3,0.375,0.2727,-0.1023,1447127,1650345,203218,1437922,1641373,1337856,1509248,9205,8972,4,7,3,3,1,4,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py|tests/auth_tests/test_views.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|tests/auth_tests/test_tokens.py|django/contrib/auth/base_user.py|tests/auth_tests/test_views.py|tests/auth_tests/test_basic.py|tests/auth_tests/test_middleware.py|django/utils/crypto.py|tests/auth_tests/test_auth_backends.py,django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py|django/contrib/auth/__init__.py|tests/auth_tests/test_tokens.py|.pilot-venv-py39/bin/python|django/utils/crypto.py|django/contrib/auth/tokens.py|tests/auth_tests/test_middleware.py|django/contrib/sessions/backends/base.py|tests/auth_tests/test_auth_backends.py|tests/auth_tests/test_views.py,5,8,3
django_django-16631_remove_tests_rep_3_oracle_comparison.json,django__django-16631,django/django,remove_tests,3,True,True,0,0,0,0,False,0,0,8,5,-3,0.375,0.4,0.025,1343031,667058,-675973,1334854,661038,1277696,608896,8177,6020,3,8,5,3,0,5,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_auth_backends.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|tests/auth_tests/test_basic.py|tests/auth_tests/test_views.py|django/contrib/auth/base_user.py|tests/auth_tests/test_tokens.py|django/utils/crypto.py|django/contrib/sessions/backends/base.py|django/contrib/sessions/backends/signed_cookies.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|django/contrib/auth/tokens.py|tests/auth_tests/test_auth_backends.py|tests/auth_tests/test_views.py,5,3,-2
django_django-16631_type_hints_rep_1_oracle_comparison.json,django__django-16631,django/django,type_hints,1,True,True,0,0,0,0,False,0,0,7,8,1,0.4286,0.375,-0.0535999999999999,1319070,1590631,271561,1311300,1583234,1255552,1520512,7770,7397,3,7,4,3,0,4,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|docs/_theme/djangodocs-epub/static/docicons-behindscenes.png|docs/_theme/djangodocs-epub/static/docicons-note.png|docs/_theme/djangodocs-epub/static/docicons-philosophy.png|docs/_theme/djangodocs-epub/static/docicons-warning.png|tests/auth_tests/test_basic.py,django/contrib/auth/__init__.py|tests/auth_tests/test_basic.py|tests/auth_tests/test_views.py|django/contrib/auth/base_user.py|tests/auth_tests/test_tokens.py|django/contrib/auth/tokens.py|django/utils/crypto.py,django/contrib/auth/__init__.py|django/contrib/auth/base_user.py|tests/auth_tests/test_basic.py|tests/auth_tests/test_views.py|tests/auth_tests/test_auth_backends.py|django/contrib/auth/tokens.py|django/utils/crypto.py|tests/auth_tests/test_tokens.py,4,5,1
psf_requests-1142_naming_rep_0_oracle_comparison.json,psf__requests-1142,psf/requests,naming,0,True,False,0,1,0,0,True,1,0,2,4,2,0.5,0.25,-0.25,384231,549662,165431,380909,545420,304256,488320,3322,4242,2,2,0,2,0,0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,requests/models.py|requests/adapters.py,requests/models.py|requests/api.py|requests/sessions.py|requests/adapters.py,1,3,2
psf_requests-1142_comments_docstrings_rep_2_oracle_comparison.json,psf__requests-1142,psf/requests,comments_docstrings,2,False,False,1,1,0,0,False,0,0,4,4,0,0.25,0.25,0.0,443793,840743,396950,439460,834179,355840,741120,4333,6564,2,2,0,2,0,0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,requests/models.py|.pilot-venv-py39/bin/python|requests/structures.py|requests/auth.py,requests/models.py|requests/utils.py|requests/adapters.py|requests/sessions.py,3,3,0
psf_requests-1142_remove_tests_rep_3_oracle_comparison.json,psf__requests-1142,psf/requests,remove_tests,3,True,True,0,0,0,0,False,0,0,4,5,1,0.25,0.2,-0.0499999999999999,466700,456428,-10272,461900,452060,432512,378240,4800,4368,2,2,0,2,0,0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,requests/models.py|requests/sessions.py|requests/auth.py|requests/adapters.py,requests/models.py|requests/sessions.py|requests/api.py|requests/compat.py|requests/structures.py,3,4,1
psf_requests-1142_type_hints_rep_1_oracle_comparison.json,psf__requests-1142,psf/requests,type_hints,1,False,False,1,1,0,0,False,0,0,1,1,0,1.0,1.0,0.0,286357,276143,-10214,282810,272924,237056,229888,3547,3219,2,2,0,2,0,0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,requests/models.py,requests/models.py,0,0,0
psf_requests-1724_naming_rep_0_oracle_comparison.json,psf__requests-1724,psf/requests,naming,0,True,False,0,0,0,1,True,0,1,5,5,0,0.2,0.2,0.0,391253,561634,170381,387693,558140,353920,502144,3560,3494,2,3,1,2,0,1,requests/models.py|test_requests.py,requests/models.py|requests/sessions.py|test_requests.py,requests/sessions.py|requests/models.py|requests/compat.py|requests/utils.py|.pilot-venv-py39/bin/python,requests/sessions.py|requests/models.py|requests/compat.py|requests/utils.py|.pilot-venv-py39/bin/python,4,4,0
psf_requests-1724_comments_docstrings_rep_2_oracle_comparison.json,psf__requests-1724,psf/requests,comments_docstrings,2,True,True,0,0,0,0,False,0,0,4,4,0,0.25,0.25,0.0,321943,619949,298006,318206,614847,295168,558848,3737,5102,2,3,1,2,0,1,requests/models.py|test_requests.py,requests/models.py|requests/sessions.py|test_requests.py,requests/models.py|requests/sessions.py|requests/compat.py|requests/utils.py,requests/sessions.py|requests/models.py|requests/compat.py|requests/utils.py,3,3,0
psf_requests-1724_remove_tests_rep_3_oracle_comparison.json,psf__requests-1724,psf/requests,remove_tests,3,True,True,0,0,0,0,False,0,0,4,5,1,0.25,0.2,-0.0499999999999999,452095,242027,-210068,447789,238931,340352,204800,4306,3096,2,2,0,2,0,0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,requests/sessions.py|requests/compat.py|requests/models.py|requests/utils.py,requests/models.py|requests/sessions.py|requests/compat.py|.pilot-venv-py39/bin/python|requests/utils.py,3,4,1
psf_requests-1724_type_hints_rep_1_oracle_comparison.json,psf__requests-1724,psf/requests,type_hints,1,True,True,0,0,0,0,False,0,0,4,5,1,0.25,0.2,-0.0499999999999999,382645,401869,19224,378845,398120,332416,360960,3800,3749,2,2,0,2,0,0,requests/models.py|test_requests.py,requests/models.py|test_requests.py,requests/sessions.py|requests/models.py|requests/compat.py|requests/utils.py,requests/models.py|requests/sessions.py|requests/utils.py|requests/compat.py|.pilot-venv-py39/bin/python,3,4,1
