repo,repo_full,candidate_id,condition,status,completion_reason,fail_to_pass_passed,fail_to_pass_total,fail_to_pass_failed,pass_to_pass_passed,pass_to_pass_total,pass_to_pass_failed,failure_mode,agent_duration_seconds,oracle_duration_seconds,total_duration_seconds,edits_applied,files_opened_before_first_edit,exploration_efficiency,total_tokens_including_cache,uncached_input_plus_output_tokens,codex_input_tokens,codex_cached_input_tokens,codex_output_tokens,result_path,metrics_path,generated_at,agent_stdout_path,agent_stdout_present,jsonl_event_count,jsonl_parse_errors,first_edit_event_index,first_edit_detected_from_stdout,command_count_before_first_edit,command_count_after_first_edit,agent_message_count_before_first_edit,agent_message_count_after_first_edit,edit_event_count_before_first_edit,edit_event_count_after_first_edit,validation_test_command_count,validation_test_command_count_before_first_edit,validation_test_command_count_after_first_edit,failed_validation_test_command_count,failed_command_count,edit_test_edit_loop_proxy_count,failed_validation_followed_by_edit_count,command_failure_rate,validation_failure_rate
copier,copier-org/copier,copier_pr_2605,naming,FAIL,oracle_fail,0,4,4,0,58,58,focal_and_regression_failure,317.4560089111328,29.371333837509155,346.827342748642,3,6,0.5,1137689,116505,1124225,1021184,13464,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/result.json,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/metrics.json,2026-04-28T06:20:07.808754+00:00,runs/copier/copier_pr_2605/codex_cli/naming/rep_1/logs/agent_stdout.log,True,104,0,49,True,22,18,3,6,0,6,4,0,4,3,3,4,3,0.075,0.75
copier,copier-org/copier,copier_pr_2605,type_hints,SUCCESS,oracle_pass,4,4,0,58,58,0,success,360.89841961860657,33.96922755241394,394.8676471710205,3,6,0.5,2432787,121235,2417434,2311552,15353,runs/copier/copier_pr_2605/codex_cli/type_hints/rep_1/result.json,runs/copier/copier_pr_2605/codex_cli/type_hints/rep_1/metrics.json,2026-04-28T06:14:20.943060+00:00,runs/copier/copier_pr_2605/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,127,0,33,True,14,38,3,5,0,6,4,0,4,4,10,4,4,0.19230769230769232,1.0
copier,copier-org/copier,copier_pr_2605,comments_docstrings,SUCCESS,oracle_pass,4,4,0,58,58,0,success,247.43192148208615,28.541926383972168,275.97384786605835,3,7,0.4286,964458,110186,953235,854272,11223,runs/copier/copier_pr_2605/codex_cli/comments_docstrings/rep_1/result.json,runs/copier/copier_pr_2605/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-28T06:24:43.825535+00:00,runs/copier/copier_pr_2605/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,94,0,35,True,15,21,3,6,0,5,4,0,4,3,3,4,3,0.08333333333333333,0.75
copier,copier-org/copier,copier_pr_2605,remove_tests,SUCCESS,oracle_pass,4,4,0,58,58,0,success,249.435439825058,36.6296443939209,286.0650842189789,2,3,0.6667,841269,102197,832327,739072,8942,runs/copier/copier_pr_2605/codex_cli/remove_tests/rep_1/result.json,runs/copier/copier_pr_2605/codex_cli/remove_tests/rep_1/metrics.json,2026-04-28T06:29:29.989175+00:00,runs/copier/copier_pr_2605/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,82,0,39,True,17,17,3,4,0,2,2,0,2,2,5,0,0,0.14705882352941177,1.0
httpx,encode/httpx,httpx_pr_2423,clean,SUCCESS,oracle_pass,6,6,0,135,135,0,success,164.91847705841064,59.53205132484436,224.450528383255,3,4,0.75,472981,33429,466367,439552,6614,comparison_slices/httpx_codex_clean_vs_comments_docstrings/runs/httpx/httpx_pr_2423/codex_cli/clean/rep_1/result.json,comparison_slices/httpx_codex_clean_vs_comments_docstrings/runs/httpx/httpx_pr_2423/codex_cli/clean/rep_1/metrics.json,2026-04-23T03:48:56.982192+00:00,comparison_slices/httpx_codex_clean_vs_comments_docstrings/runs/httpx/httpx_pr_2423/codex_cli/clean/rep_1/logs/agent_stdout.log,True,44,0,25,True,11,5,0,1,0,2,4,1,3,2,2,3,2,0.125,0.5
httpx,encode/httpx,httpx_pr_2423,naming,FAIL,oracle_fail,6,6,0,109,135,26,regression_failure,234.5904533863068,77.57029342651367,312.16074681282043,3,4,0.75,813446,40326,803904,773120,9542,runs/httpx/httpx_pr_2423/codex_cli/naming/rep_1/result.json,runs/httpx/httpx_pr_2423/codex_cli/naming/rep_1/metrics.json,2026-04-23T03:31:30.653535+00:00,runs/httpx/httpx_pr_2423/codex_cli/naming/rep_1/logs/agent_stdout.log,True,63,0,36,True,16,8,0,1,0,3,5,1,4,3,3,0,1,0.125,0.6
httpx,encode/httpx,httpx_pr_2423,type_hints,SUCCESS,oracle_pass,6,6,0,135,135,0,success,189.84562468528748,62.40388751029968,252.2495121955872,3,4,0.75,834580,58772,827395,775808,7185,comparison_slices/httpx_codex_clean_vs_type_hints/runs/httpx/httpx_pr_2423/codex_cli/type_hints/rep_1/result.json,comparison_slices/httpx_codex_clean_vs_type_hints/runs/httpx/httpx_pr_2423/codex_cli/type_hints/rep_1/metrics.json,2026-04-23T03:44:08.676061+00:00,comparison_slices/httpx_codex_clean_vs_type_hints/runs/httpx/httpx_pr_2423/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,53,0,33,True,14,6,0,1,0,2,5,1,4,3,3,3,3,0.15,0.6
httpx,encode/httpx,httpx_pr_2423,comments_docstrings,SUCCESS,oracle_pass,6,6,0,135,135,0,success,207.5911285877228,47.04056763648987,254.63169622421265,3,4,0.75,575109,48005,566487,527104,8622,comparison_slices/httpx_codex_clean_vs_comments_docstrings/runs/httpx/httpx_pr_2423/codex_cli/comments_docstrings/rep_1/result.json,comparison_slices/httpx_codex_clean_vs_comments_docstrings/runs/httpx/httpx_pr_2423/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-23T03:53:11.716284+00:00,comparison_slices/httpx_codex_clean_vs_comments_docstrings/runs/httpx/httpx_pr_2423/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,45,0,28,True,12,3,0,1,0,3,2,1,1,1,1,0,1,0.06666666666666667,0.5
httpx,encode/httpx,httpx_pr_2423,remove_tests,SUCCESS,oracle_pass,6,6,0,135,135,0,success,179.4539713859558,72.61449217796326,252.06846356391907,1,2,0.5,597918,77854,590512,520064,7406,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2423/codex_cli/remove_tests/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2423/codex_cli/remove_tests/rep_1/metrics.json,2026-04-23T20:30:17.650970+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2423/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,67,0,41,True,13,9,5,5,0,1,3,0,3,2,5,0,0,0.22727272727272727,0.6666666666666666
httpx,encode/httpx,httpx_pr_2535,clean,SUCCESS,oracle_pass,3,3,0,136,136,0,success,313.9837222099304,57.91946220397949,371.9031844139099,8,10,0.7,1439948,97100,1429063,1342848,10885,comparison_slices/httpx_pr_2535_codex_clean_vs_naming/runs/httpx/httpx_pr_2535/codex_cli/clean/rep_1/result.json,comparison_slices/httpx_pr_2535_codex_clean_vs_naming/runs/httpx/httpx_pr_2535/codex_cli/clean/rep_1/metrics.json,2026-04-23T04:08:07.660516+00:00,comparison_slices/httpx_pr_2535_codex_clean_vs_naming/runs/httpx/httpx_pr_2535/codex_cli/clean/rep_1/logs/agent_stdout.log,True,68,0,42,True,19,9,0,1,0,1,5,0,5,3,4,0,0,0.14285714285714285,0.6
httpx,encode/httpx,httpx_pr_2535,naming,SUCCESS,oracle_pass,3,3,0,136,136,0,success,418.3570854663849,77.03542256355286,495.39250802993774,5,6,1.0,2452848,73456,2435641,2379392,17207,comparison_slices/httpx_pr_2535_codex_clean_vs_naming/runs/httpx/httpx_pr_2535/codex_cli/naming/rep_1/result.json,comparison_slices/httpx_pr_2535_codex_clean_vs_naming/runs/httpx/httpx_pr_2535/codex_cli/naming/rep_1/metrics.json,2026-04-23T04:16:23.338393+00:00,comparison_slices/httpx_pr_2535_codex_clean_vs_naming/runs/httpx/httpx_pr_2535/codex_cli/naming/rep_1/logs/agent_stdout.log,True,125,0,81,True,39,13,0,1,0,7,5,2,3,1,4,0,1,0.07692307692307693,0.2
httpx,encode/httpx,httpx_pr_2535,type_hints,SUCCESS,oracle_pass,3,3,0,136,136,0,success,534.9392216205597,74.67534875869751,609.6145703792572,6,12,0.75,2713180,154588,2701033,2558592,12147,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/type_hints/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/type_hints/rep_1/metrics.json,2026-04-23T20:40:27.386216+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,105,0,36,True,15,20,4,7,0,9,15,0,15,6,6,14,6,0.17142857142857143,0.4
httpx,encode/httpx,httpx_pr_2535,comments_docstrings,SUCCESS,oracle_pass,3,3,0,136,136,0,success,639.4118344783783,28.408647775650024,667.8204822540283,7,12,0.75,3829958,197318,3810635,3632640,19323,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/comments_docstrings/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-23T20:51:35.317903+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,163,0,46,True,20,39,4,7,0,13,14,0,14,6,7,10,6,0.11864406779661017,0.42857142857142855
httpx,encode/httpx,httpx_pr_2535,remove_tests,SUCCESS,oracle_pass,3,3,0,136,136,0,success,653.6911551952362,27.226964235305783,680.918119430542,6,8,0.75,1266972,125980,1255056,1140992,11916,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/remove_tests/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/remove_tests/rep_1/metrics.json,2026-04-23T21:02:56.281959+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2535/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,104,0,48,True,21,19,4,7,0,4,11,0,11,3,6,10,3,0.15,0.2727272727272727
httpx,encode/httpx,httpx_pr_2547,clean,SUCCESS,oracle_pass,3,3,0,45,45,0,success,409.5990924835205,60.52726721763611,470.1263597011566,5,5,0.8,1713651,58739,1698382,1654912,15269,comparison_slices/httpx_pr_2547_codex_clean_vs_naming/runs/httpx/httpx_pr_2547/codex_cli/clean/rep_1/result.json,comparison_slices/httpx_pr_2547_codex_clean_vs_naming/runs/httpx/httpx_pr_2547/codex_cli/clean/rep_1/metrics.json,2026-04-23T04:39:24.698687+00:00,comparison_slices/httpx_pr_2547_codex_clean_vs_naming/runs/httpx/httpx_pr_2547/codex_cli/clean/rep_1/logs/agent_stdout.log,True,104,0,63,True,29,14,0,1,0,2,3,0,3,0,3,1,0,0.06976744186046512,0.0
httpx,encode/httpx,httpx_pr_2547,naming,SUCCESS,oracle_pass,3,3,0,45,45,0,success,445.3446412086487,19.762407302856445,465.1070485115051,5,5,0.8,2197335,68183,2182777,2129152,14558,comparison_slices/httpx_pr_2547_codex_naming_prompt_fair/runs/httpx/httpx_pr_2547/codex_cli/naming/rep_1/result.json,comparison_slices/httpx_pr_2547_codex_naming_prompt_fair/runs/httpx/httpx_pr_2547/codex_cli/naming/rep_1/metrics.json,2026-04-23T06:02:02.337774+00:00,comparison_slices/httpx_pr_2547_codex_naming_prompt_fair/runs/httpx/httpx_pr_2547/codex_cli/naming/rep_1/logs/agent_stdout.log,True,101,0,41,True,19,23,0,1,0,3,10,2,8,5,7,7,5,0.16666666666666666,0.5
httpx,encode/httpx,httpx_pr_2547,type_hints,FAIL,oracle_fail,0,3,3,45,45,0,focal_miss,274.53945231437683,35.5848171710968,310.12426948547363,5,8,0.875,797255,129479,783981,667776,13274,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/type_hints/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/type_hints/rep_1/metrics.json,2026-04-23T21:08:06.445129+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,77,0,40,True,17,10,4,4,0,6,1,0,1,0,1,1,0,0.037037037037037035,0.0
httpx,encode/httpx,httpx_pr_2547,comments_docstrings,FAIL,oracle_fail,2,3,1,45,45,0,focal_miss,326.7688357830048,17.62701106071472,344.3958468437195,5,7,1.0,1096856,79256,1081609,1017600,15247,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/comments_docstrings/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-23T21:13:50.897670+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,82,0,28,True,11,20,4,3,0,5,2,0,2,0,0,0,0,0.0,0.0
httpx,encode/httpx,httpx_pr_2547,remove_tests,FAIL,oracle_fail,0,3,3,45,45,0,focal_miss,485.3992655277252,17.976962566375732,503.37622809410095,5,7,0.8571,1699182,85742,1684176,1613440,15006,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/result.json,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/metrics.json,2026-04-23T21:22:14.306582+00:00,comparison_slices/rq1_initial_matrix_missing/runs/httpx/httpx_pr_2547/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,91,0,29,True,12,24,3,4,0,4,5,0,5,3,4,1,1,0.1111111111111111,0.6
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_1632,clean,SUCCESS,oracle_pass,6,6,0,35,35,0,success,314.7607901096344,5.426294326782227,320.1870844364166,3,5,0.6,1756241,77649,1743640,1678592,12601,runs/marshmallow/marshmallow_pr_1632/codex_cli/clean/rep_1/result.json,runs/marshmallow/marshmallow_pr_1632/codex_cli/clean/rep_1/metrics.json,2026-04-27T18:55:28.686998+00:00,runs/marshmallow/marshmallow_pr_1632/codex_cli/clean/rep_1/logs/agent_stdout.log,True,125,0,41,True,18,33,3,5,0,6,3,0,3,1,6,0,0,0.11764705882352941,0.3333333333333333
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_1632,naming,SUCCESS,oracle_pass,6,6,0,35,35,0,success,279.40775966644287,10.218577861785889,289.6263375282288,2,3,1.0,1158745,74713,1147004,1084032,11741,runs/marshmallow/marshmallow_pr_1632/codex_cli/naming/rep_1/result.json,runs/marshmallow/marshmallow_pr_1632/codex_cli/naming/rep_1/metrics.json,2026-04-27T19:04:32.887768+00:00,runs/marshmallow/marshmallow_pr_1632/codex_cli/naming/rep_1/logs/agent_stdout.log,True,104,0,43,True,19,22,3,6,0,5,7,0,7,2,5,4,2,0.12195121951219512,0.2857142857142857
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_1632,type_hints,SUCCESS,oracle_pass,6,6,0,35,35,0,success,248.79490542411804,5.706171035766602,254.50107645988464,3,3,1.0,1245663,115935,1235418,1129728,10245,runs/marshmallow/marshmallow_pr_1632/codex_cli/type_hints/rep_1/result.json,runs/marshmallow/marshmallow_pr_1632/codex_cli/type_hints/rep_1/metrics.json,2026-04-27T18:59:43.226262+00:00,runs/marshmallow/marshmallow_pr_1632/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,113,0,44,True,19,24,4,4,0,8,8,0,8,4,5,7,4,0.11627906976744186,0.5
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_1632,comments_docstrings,SUCCESS,oracle_pass,6,6,0,35,35,0,success,160.60326600074768,5.455246925354004,166.05851292610168,2,3,1.0,558237,77725,551574,480512,6663,runs/marshmallow/marshmallow_pr_1632/codex_cli/comments_docstrings/rep_1/result.json,runs/marshmallow/marshmallow_pr_1632/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-27T19:07:18.984819+00:00,runs/marshmallow/marshmallow_pr_1632/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,73,0,31,True,13,14,3,5,0,4,4,0,4,1,3,2,1,0.1111111111111111,0.25
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_1632,remove_tests,SUCCESS,oracle_pass,6,6,0,35,35,0,success,152.6492211818695,5.344462871551514,157.99368405342102,2,3,0.6667,377778,47026,370962,330752,6816,runs/marshmallow/marshmallow_pr_1632/codex_cli/remove_tests/rep_1/result.json,runs/marshmallow/marshmallow_pr_1632/codex_cli/remove_tests/rep_1/metrics.json,2026-04-27T19:09:57.007756+00:00,runs/marshmallow/marshmallow_pr_1632/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,59,0,23,True,9,12,3,3,0,4,2,0,2,1,3,1,1,0.14285714285714285,0.5
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2772,clean,SUCCESS,oracle_pass,1,1,0,203,203,0,success,176.13701033592224,5.6017820835113525,181.7387924194336,2,3,1.0,547612,43164,540161,504448,7451,runs/marshmallow/marshmallow_pr_2772/codex_cli/clean/rep_1/result.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/clean/rep_1/metrics.json,2026-04-27T19:12:58.775960+00:00,runs/marshmallow/marshmallow_pr_2772/codex_cli/clean/rep_1/logs/agent_stdout.log,True,72,0,19,True,7,21,3,4,0,3,6,0,6,5,8,3,2,0.2857142857142857,0.8333333333333334
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2772,naming,FAIL,oracle_fail,1,1,0,38,203,165,pass_to_pass_failed,303.6288728713989,46.503338098526,350.1322109699249,3,5,0.6,1437174,150646,1424556,1286528,12618,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/result.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/metrics.json,2026-04-27T19:22:20.314175+00:00,runs/marshmallow/marshmallow_pr_2772/codex_cli/naming/rep_1/logs/agent_stdout.log,True,119,0,33,True,14,34,3,5,0,6,5,0,5,3,7,3,2,0.14583333333333334,0.6
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2772,type_hints,SUCCESS,oracle_pass,1,1,0,203,203,0,success,204.9986870288849,6.330536365509033,211.32922339439392,3,5,0.6,874623,96639,866168,777984,8455,runs/marshmallow/marshmallow_pr_2772/codex_cli/type_hints/rep_1/result.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/type_hints/rep_1/metrics.json,2026-04-27T19:16:30.144436+00:00,runs/marshmallow/marshmallow_pr_2772/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,83,0,32,True,13,17,4,4,0,6,7,1,6,3,3,5,3,0.1,0.42857142857142855
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2772,comments_docstrings,SUCCESS,oracle_pass,1,1,0,203,203,0,success,182.8554904460907,5.762597560882568,188.61808800697327,2,4,0.75,689308,95772,681356,593536,7952,runs/marshmallow/marshmallow_pr_2772/codex_cli/comments_docstrings/rep_1/result.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-27T19:25:28.973589+00:00,runs/marshmallow/marshmallow_pr_2772/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,87,0,30,True,12,21,4,6,0,4,5,0,5,3,5,4,2,0.15151515151515152,0.6
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2772,remove_tests,SUCCESS,oracle_pass,1,1,0,203,203,0,success,180.48534774780276,5.665189266204834,186.1505370140076,2,4,0.5,701066,55818,692945,645248,8121,runs/marshmallow/marshmallow_pr_2772/codex_cli/remove_tests/rep_1/result.json,runs/marshmallow/marshmallow_pr_2772/codex_cli/remove_tests/rep_1/metrics.json,2026-04-27T19:28:35.161622+00:00,runs/marshmallow/marshmallow_pr_2772/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,87,0,29,True,12,23,3,5,0,3,6,0,6,3,5,0,0,0.14285714285714285,0.5
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2792,clean,SUCCESS,oracle_pass,1,1,0,36,36,0,success,159.96664118766785,5.98193883895874,165.9485800266266,2,4,0.5,518136,62584,511512,455552,6624,runs/marshmallow/marshmallow_pr_2792/codex_cli/clean/rep_1/result.json,runs/marshmallow/marshmallow_pr_2792/codex_cli/clean/rep_1/metrics.json,2026-04-27T18:32:57.933770+00:00,runs/marshmallow/marshmallow_pr_2792/codex_cli/clean/rep_1/logs/agent_stdout.log,True,71,0,43,True,19,8,3,5,0,3,2,0,2,2,3,2,2,0.1111111111111111,1.0
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2792,naming,SUCCESS,oracle_pass,1,1,0,36,36,0,success,280.2370271682739,13.532099962234495,293.7691271305084,2,4,0.5,1086079,112255,1075498,973824,10581,runs/marshmallow/marshmallow_pr_2792/codex_cli/naming/rep_1/result.json,runs/marshmallow/marshmallow_pr_2792/codex_cli/naming/rep_1/metrics.json,2026-04-27T18:41:44.021002+00:00,runs/marshmallow/marshmallow_pr_2792/codex_cli/naming/rep_1/logs/agent_stdout.log,True,91,0,29,True,12,23,3,7,0,4,6,0,6,4,6,3,3,0.17142857142857143,0.6666666666666666
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2792,type_hints,SUCCESS,oracle_pass,1,1,0,36,36,0,success,226.45193195343015,5.815896034240723,232.2678279876709,2,4,0.5,885791,108703,876649,777088,9142,runs/marshmallow/marshmallow_pr_2792/codex_cli/type_hints/rep_1/result.json,runs/marshmallow/marshmallow_pr_2792/codex_cli/type_hints/rep_1/metrics.json,2026-04-27T18:36:50.226808+00:00,runs/marshmallow/marshmallow_pr_2792/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,100,0,40,True,17,23,4,5,0,4,4,0,4,3,6,4,3,0.15,0.75
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2792,comments_docstrings,SUCCESS,oracle_pass,1,1,0,36,36,0,success,129.25201606750488,7.030125617980957,136.28214168548584,2,4,0.5,343961,36889,338769,307072,5192,runs/marshmallow/marshmallow_pr_2792/codex_cli/comments_docstrings/rep_1/result.json,runs/marshmallow/marshmallow_pr_2792/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-27T18:44:00.332032+00:00,runs/marshmallow/marshmallow_pr_2792/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,45,0,22,True,8,7,4,4,0,2,4,1,3,2,3,0,1,0.2,0.5
marshmallow,marshmallow-code/marshmallow,marshmallow_pr_2792,remove_tests,SUCCESS,oracle_pass,1,1,0,36,36,0,success,362.6895172595978,5.435808420181274,368.1253256797791,2,6,0.5,2091322,152506,2077052,1938816,14270,runs/marshmallow/marshmallow_pr_2792/codex_cli/remove_tests/rep_1/result.json,runs/marshmallow/marshmallow_pr_2792/codex_cli/remove_tests/rep_1/metrics.json,2026-04-27T18:50:08.484626+00:00,runs/marshmallow/marshmallow_pr_2792/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,151,0,43,True,19,34,3,7,0,8,13,0,13,5,8,11,5,0.1509433962264151,0.38461538461538464
pip-tools,jazzband/pip-tools,pip-tools_pr_1582,clean,SUCCESS,oracle_pass,1,1,0,124,124,0,success,141.17308974266052,11.122788190841677,152.2958779335022,2,2,1.0,411497,43113,407070,368384,4427,runs/pip-tools/pip-tools_pr_1582/codex_cli/clean/rep_1/result.json,runs/pip-tools/pip-tools_pr_1582/codex_cli/clean/rep_1/metrics.json,2026-04-28T01:54:39.866119+00:00,runs/pip-tools/pip-tools_pr_1582/codex_cli/clean/rep_1/logs/agent_stdout.log,True,54,0,23,True,8,10,5,6,0,2,7,2,5,4,4,0,2,0.2222222222222222,0.5714285714285714
pip-tools,jazzband/pip-tools,pip-tools_pr_1582,naming,SUCCESS,oracle_pass,1,1,0,124,124,0,success,104.25528287887572,43.48400855064392,147.73929142951965,2,2,1.0,521953,73569,517639,448384,4314,runs/pip-tools/pip-tools_pr_1582/codex_cli/naming/rep_1/result.json,runs/pip-tools/pip-tools_pr_1582/codex_cli/naming/rep_1/metrics.json,2026-04-28T01:59:36.838891+00:00,runs/pip-tools/pip-tools_pr_1582/codex_cli/naming/rep_1/logs/agent_stdout.log,True,57,0,32,True,13,10,4,2,0,1,6,2,4,3,4,0,1,0.17391304347826086,0.5
pip-tools,jazzband/pip-tools,pip-tools_pr_1582,type_hints,SUCCESS,oracle_pass,1,1,0,124,124,0,success,129.4132194519043,19.74598789215088,149.15920734405518,2,2,1.0,357986,48866,352475,309120,5511,runs/pip-tools/pip-tools_pr_1582/codex_cli/type_hints/rep_1/result.json,runs/pip-tools/pip-tools_pr_1582/codex_cli/type_hints/rep_1/metrics.json,2026-04-28T01:57:09.060579+00:00,runs/pip-tools/pip-tools_pr_1582/codex_cli/type_hints/rep_1/logs/agent_stdout.log,True,55,0,26,True,10,9,4,6,0,2,5,0,5,3,3,0,0,0.15789473684210525,0.6
pip-tools,jazzband/pip-tools,pip-tools_pr_1582,comments_docstrings,SUCCESS,oracle_pass,1,1,0,124,124,0,success,145.1283507347107,14.228838682174684,159.35718941688538,2,2,1.0,398996,54548,394581,344448,4415,runs/pip-tools/pip-tools_pr_1582/codex_cli/comments_docstrings/rep_1/result.json,runs/pip-tools/pip-tools_pr_1582/codex_cli/comments_docstrings/rep_1/metrics.json,2026-04-28T02:02:16.229803+00:00,runs/pip-tools/pip-tools_pr_1582/codex_cli/comments_docstrings/rep_1/logs/agent_stdout.log,True,56,0,22,True,8,11,4,7,0,2,5,0,5,3,3,0,0,0.15789473684210525,0.6
pip-tools,jazzband/pip-tools,pip-tools_pr_1582,remove_tests,SUCCESS,oracle_pass,1,1,0,124,124,0,success,107.55335664749146,11.082551956176758,118.6359086036682,1,1,1.0,226027,57707,223000,168320,3027,runs/pip-tools/pip-tools_pr_1582/codex_cli/remove_tests/rep_1/result.json,runs/pip-tools/pip-tools_pr_1582/codex_cli/remove_tests/rep_1/metrics.json,2026-04-28T02:04:14.895759+00:00,runs/pip-tools/pip-tools_pr_1582/codex_cli/remove_tests/rep_1/logs/agent_stdout.log,True,39,0,17,True,6,8,3,3,0,1,3,0,3,2,3,0,0,0.21428571428571427,0.6666666666666666
pip-tools,jazzband/pip-tools,pip-tools_pr_1893,clean,FAIL,oracle_fail,0,39,39,79,79,0,focal_failure,228.89268851280207,7.46566915512085,236.35835766792297,2,2,1.0,1023334,77286,1014871,946048,8463,runs/pip-tools/pip-tools_pr_1893/codex_cli/clean/rep_1/result.json,runs/pip-tools/pip-tools_pr_1893/codex_cli/clean/rep_1/metrics.json,2026-04-28T02:08:11.272657+00:00,runs/pip-tools/pip-tools_pr_1893/codex_cli/clean/rep_1/logs/agent_stdout.log,True,84,0,66,True,26,4,6,3,0,3,5,3,2,2,5,0,2,0.16666666666666666,0.4
pip-tools,jazzband/pip-tools,pip-tools_pr_1893,naming,FAIL,oracle_fail,0,39,39,79,79,0,focal_failure,225.895512342453,11.19196343421936,237.0874757766724,2,4,0.75,1159349,134837,1149993,1024512,9356,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/result.json,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/metrics.json,2026-04-28T02:15:45.474568+00:00,runs/pip-tools/pip-tools_pr_1893/codex_cli/naming/rep_1/logs/agent_stdout.log,True,88,0,44,True,19,16,4,3,0,4,8,3,5,4,5,2,3,0.14285714285714285,0.5
