backend,backend_label,repo,task_id,condition,replication_index,condition_label,clean_success,degraded_success,clean_hidden_bug_fix_failed,degraded_hidden_bug_fix_failed,hidden_bug_fix_failed_delta,clean_regression_failed,degraded_regression_failed,regression_failed_delta,clean_tokens_corrected,degraded_tokens_corrected,token_delta,token_definition,total_token_delta_including_cache,runtime_delta_seconds,changed_file_delta,files_opened_delta,exploration_efficiency_delta,validation_command_delta,failed_validation_command_delta,both_success,clean_success_degraded_failure,clean_failure_degraded_success,both_fail,baseline_hard,regression_damage,hidden_bug_fix_damage,token_delta_pct,token_higher
custom_repo,Custom repos,encode/starlette,starlette_pr_2194,type_hints,1,Type hints,True,True,0,0,0,0,0,0,36378.0,51206.0,14828.0,input_plus_output_tokens_excludes_cached_input,22380.0,-0.06330990791323643,,-2.0,0.5,3.0,3.0,True,False,False,False,False,False,False,0.40760899444719334,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2194,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,36378.0,107383.0,71005.0,input_plus_output_tokens_excludes_cached_input,107741.0,44.85623979568476,,-2.0,0.5,4.0,4.0,True,False,False,False,False,False,False,1.9518665127274726,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2194,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,36378.0,36282.0,-96.0,input_plus_output_tokens_excludes_cached_input,-158176.0,-61.002650976181044,,1.0,-0.3,1.0,1.0,True,False,False,False,False,False,False,-0.002638957611743361,False
custom_repo,Custom repos,encode/starlette,starlette_pr_2400,naming,1,Naming,True,False,0,0,0,0,8,8,142049.0,126622.0,-15427.0,input_plus_output_tokens_excludes_cached_input,-112579.0,-30.68522548675537,,-3.0,0.022700000000000053,-3.0,-3.0,False,True,False,False,False,True,False,-0.10860336925990327,False
custom_repo,Custom repos,encode/starlette,starlette_pr_2400,type_hints,1,Type hints,True,True,0,0,0,0,0,0,142049.0,183106.0,41057.0,input_plus_output_tokens_excludes_cached_input,712545.0,154.24338054656988,,-5.0,0.1060000000000001,-4.0,-4.0,True,False,False,False,False,False,False,0.2890340657097199,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2400,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,142049.0,179067.0,37018.0,input_plus_output_tokens_excludes_cached_input,65306.0,46.78880524635315,,-2.0,0.16160000000000008,-4.0,-5.0,True,False,False,False,False,False,False,0.26060021541862316,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2400,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,142049.0,153288.0,11239.0,input_plus_output_tokens_excludes_cached_input,185319.0,19.842201709747314,,-4.0,0.12980000000000003,-5.0,-5.0,True,False,False,False,False,False,False,0.07912058515019466,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2422,naming,1,Naming,False,False,1,0,-1,0,2,2,22663.0,31800.0,9137.0,input_plus_output_tokens_excludes_cached_input,33329.0,33.382564306259155,,1.0,-0.16669999999999996,0.0,1.0,False,False,False,True,True,True,False,0.40316815955522217,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2422,type_hints,1,Type hints,False,True,1,0,-1,0,0,0,22663.0,45327.0,22664.0,input_plus_output_tokens_excludes_cached_input,-27128.0,7.690487861633301,,0.0,0.0,0.0,1.0,False,False,True,False,True,False,False,1.0000441247848917,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2422,comments_docstrings,1,Comments/docstrings,False,True,1,0,-1,0,0,0,22663.0,25668.0,3005.0,input_plus_output_tokens_excludes_cached_input,-13507.0,19.63311743736267,,-1.0,0.33330000000000004,1.0,2.0,False,False,True,False,True,False,False,0.13259497859947933,True
custom_repo,Custom repos,encode/starlette,starlette_pr_2422,remove_tests,1,Remove tests,False,True,1,0,-1,0,0,0,22663.0,71746.0,49083.0,input_plus_output_tokens_excludes_cached_input,-69445.0,42.822746992111206,,1.0,-0.16669999999999996,-2.0,-2.0,False,False,True,False,True,False,False,2.165776816838018,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_483,naming,1,Naming,True,True,0,0,0,0,0,0,53902.0,109935.0,56033.0,input_plus_output_tokens_excludes_cached_input,613473.0,84.0480465888977,,2.0,-0.16670000000000001,4.0,4.0,True,False,False,False,False,False,False,1.0395347111424438,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_483,type_hints,1,Type hints,True,True,0,0,0,0,0,0,53902.0,64978.0,11076.0,input_plus_output_tokens_excludes_cached_input,206276.0,1.3074612617492676,,0.0,0.0,3.0,2.0,True,False,False,False,False,False,False,0.20548402656673223,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_483,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,53902.0,84119.0,30217.0,input_plus_output_tokens_excludes_cached_input,599817.0,97.80615782737726,,0.0,0.0,4.0,1.0,True,False,False,False,False,False,False,0.5605914437312159,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_483,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,53902.0,76408.0,22506.0,input_plus_output_tokens_excludes_cached_input,458474.0,39.413853883743315,,3.0,-0.2143,3.0,2.0,True,False,False,False,False,False,False,0.417535527438685,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_489,naming,1,Naming,True,True,0,0,0,0,0,0,106201.0,111047.0,4846.0,input_plus_output_tokens_excludes_cached_input,-56850.0,-366.209992647171,,1.0,-0.06670000000000004,-6.0,-4.0,True,False,False,False,False,False,False,0.045630455457104924,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_489,type_hints,1,Type hints,True,True,0,0,0,0,0,0,106201.0,100245.0,-5956.0,input_plus_output_tokens_excludes_cached_input,-632132.0,-214.87262177467346,,-1.0,0.09999999999999998,-4.0,-3.0,True,False,False,False,False,False,False,-0.05608233444129528,False
custom_repo,Custom repos,hynek/structlog,structlog_pr_489,comments_docstrings,1,Comments/docstrings,True,False,0,2,2,0,0,0,106201.0,108934.0,2733.0,input_plus_output_tokens_excludes_cached_input,-358739.0,-217.35915613174438,,0.0,0.0,-2.0,0.0,False,True,False,False,False,False,True,0.02573422095837139,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_489,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,106201.0,128632.0,22431.0,input_plus_output_tokens_excludes_cached_input,-575201.0,-504.5946798324585,,1.0,-0.23330000000000004,-9.0,-3.0,True,False,False,False,False,False,False,0.21121270044538187,True
custom_repo,Custom repos,hynek/structlog,structlog_pr_713,naming,1,Naming,True,True,0,0,0,0,0,0,71807.0,59553.0,-12254.0,input_plus_output_tokens_excludes_cached_input,43938.0,-6.721914291381836,,-1.0,0.16669999999999996,4.0,4.0,True,False,False,False,False,False,False,-0.17065188630634898,False
custom_repo,Custom repos,hynek/structlog,structlog_pr_713,type_hints,1,Type hints,True,True,0,0,0,0,0,0,71807.0,52198.0,-19609.0,input_plus_output_tokens_excludes_cached_input,35431.0,35.09065389633179,,-2.0,0.5,1.0,1.0,True,False,False,False,False,False,False,-0.27307922625927833,False
custom_repo,Custom repos,hynek/structlog,structlog_pr_713,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,71807.0,26396.0,-45411.0,input_plus_output_tokens_excludes_cached_input,-81379.0,-25.880672931671143,,-1.0,0.16669999999999996,0.0,1.0,True,False,False,False,False,False,False,-0.6324035261186235,False
custom_repo,Custom repos,hynek/structlog,structlog_pr_713,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,71807.0,57416.0,-14391.0,input_plus_output_tokens_excludes_cached_input,685897.0,503.0593111515045,,-2.0,0.5,5.0,1.0,True,False,False,False,False,False,False,-0.20041221607921234,False
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2183,naming,1,Naming,True,False,0,1,1,0,0,0,127638.0,96689.0,-30949.0,input_plus_output_tokens_excludes_cached_input,-120037.0,-150.5999355316162,,-5.0,0.16669999999999996,2.0,1.0,False,True,False,False,False,False,True,-0.24247481157648976,False
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2183,type_hints,1,Type hints,True,True,0,0,0,0,0,0,127638.0,145135.0,17497.0,input_plus_output_tokens_excludes_cached_input,-32039.0,-154.06395030021667,,-3.0,-0.09999999999999998,2.0,2.0,True,False,False,False,False,False,False,0.13708300036039425,True
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2183,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,127638.0,148988.0,21350.0,input_plus_output_tokens_excludes_cached_input,249190.0,-146.5640103816986,,-2.0,0.16669999999999996,2.0,1.0,True,False,False,False,False,False,False,0.16726993528572995,True
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2183,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,127638.0,126674.0,-964.0,input_plus_output_tokens_excludes_cached_input,756668.0,-65.57312798500061,,-1.0,-0.07140000000000002,-1.0,2.0,True,False,False,False,False,False,False,-0.007552609724376753,False
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2561,naming,1,Naming,True,False,0,1,1,0,0,0,35153.0,75176.0,40023.0,input_plus_output_tokens_excludes_cached_input,260055.0,61.392043590545654,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,1.1385372514436891,True
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2561,type_hints,1,Type hints,True,True,0,0,0,0,0,0,35153.0,42236.0,7083.0,input_plus_output_tokens_excludes_cached_input,118827.0,33.236814737319946,,0.0,0.0,-2.0,-1.0,True,False,False,False,False,False,False,0.20149062668904502,True
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2561,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,35153.0,31025.0,-4128.0,input_plus_output_tokens_excludes_cached_input,77792.0,-17.820039272308335,,-2.0,-0.20830000000000004,-3.0,-1.0,True,False,False,False,False,False,False,-0.11742952237362388,False
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2561,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,35153.0,83757.0,48604.0,input_plus_output_tokens_excludes_cached_input,294876.0,84.60577940940857,,3.0,-0.23860000000000003,-1.0,0.0,True,False,False,False,False,False,False,1.3826415953119222,True
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2829,naming,1,Naming,True,True,0,0,0,0,0,0,113684.0,120577.0,6893.0,input_plus_output_tokens_excludes_cached_input,1215213.0,245.81789016723633,,3.0,-0.17859999999999998,-1.0,1.0,True,False,False,False,False,False,False,0.060632982653671584,True
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2829,type_hints,1,Type hints,True,False,0,4,4,0,0,0,113684.0,105126.0,-8558.0,input_plus_output_tokens_excludes_cached_input,-151150.0,-16.50746512413025,,1.0,-0.15000000000000002,-2.0,-2.0,False,True,False,False,False,False,True,-0.07527884310896872,False
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2829,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,113684.0,91068.0,-22616.0,input_plus_output_tokens_excludes_cached_input,-98776.0,73.18935799598694,,1.0,-0.15000000000000002,0.0,-1.0,True,False,False,False,False,False,False,-0.1989374054396397,False
custom_repo,Custom repos,encode/uvicorn,uvicorn_pr_2829,remove_tests,1,Remove tests,True,True,0,0,0,0,0,0,113684.0,48105.0,-65579.0,input_plus_output_tokens_excludes_cached_input,-584747.0,-52.63814949989322,,3.0,-0.4643,-6.0,-3.0,True,False,False,False,False,False,False,-0.5768533830618204,False
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10081,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,358121.0,409061.0,50940.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.14224242644245938,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10081,naming,0,Naming,True,True,0,0,0,0,0,0,347905.0,1251047.0,903142.0,input_plus_output_tokens_excludes_cached_input,,,0.0,1.0,-0.3333,,,True,False,False,False,False,False,False,2.5959442951380405,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10081,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,377920.0,561082.0,183162.0,input_plus_output_tokens_excludes_cached_input,,,1.0,3.0,-0.8,,,True,False,False,False,False,False,False,0.4846581287044877,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10081,type_hints,1,Type hints,True,True,0,0,0,0,0,0,250333.0,544281.0,293948.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,1.174227928399372,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10356,comments_docstrings,2,Comments/docstrings,False,False,1,1,0,0,0,0,1006599.0,1012754.0,6155.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.0667,,,False,False,False,True,True,False,False,0.006114649428421845,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10356,naming,0,Naming,False,False,1,1,0,0,0,0,1187515.0,402273.0,-785242.0,input_plus_output_tokens_excludes_cached_input,,,1.0,0.0,0.0,,,False,False,False,True,True,False,False,-0.6612480684454513,False
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10356,remove_tests,3,Remove tests,False,False,1,1,0,0,0,0,675482.0,705289.0,29807.0,input_plus_output_tokens_excludes_cached_input,,,1.0,0.0,-0.25,,,False,False,False,True,True,False,False,0.04412700856573528,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-10356,type_hints,1,Type hints,False,False,1,1,0,0,0,0,638856.0,559123.0,-79733.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.1666999999999999,,,False,False,False,True,True,False,False,-0.12480590305170493,False
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-7432,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,601957.0,681797.0,79840.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,-0.3333,,,True,False,False,False,False,False,False,0.13263405857893504,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-7432,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,395871.0,427527.0,31656.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,-0.3333,,,True,False,False,False,False,False,False,0.07996544328834393,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-7432,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,458343.0,229546.0,-228797.0,input_plus_output_tokens_excludes_cached_input,,,1.0,-1.0,0.3333,,,True,False,False,False,False,False,False,-0.49918292632373573,False
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-7432,remove_tests,4,Remove tests,True,True,0,0,0,0,0,0,283057.0,299119.0,16062.0,input_plus_output_tokens_excludes_cached_input,,,1.0,0.0,0.0,,,True,False,False,False,False,False,False,0.0567447545900649,True
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-7432,type_hints,5,Type hints,True,True,0,0,0,0,0,0,353523.0,312176.0,-41347.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.3333,,,True,False,False,False,False,False,False,-0.11695702966992247,False
swebench,SWE-bench,pytest-dev/pytest,pytest-dev__pytest-7432,naming,6,Naming,True,True,0,0,0,0,0,0,417880.0,456796.0,38916.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-2.0,0.5,,,True,False,False,False,False,False,False,0.09312721355413037,True
swebench,SWE-bench,scikit-learn/scikit-learn,scikit-learn__scikit-learn-26194,remove_tests,2,Remove tests,True,True,0,0,0,0,0,0,989746.0,1928147.0,938401.0,input_plus_output_tokens_excludes_cached_input,,,1.0,0.0,0.0,,,True,False,False,False,False,False,False,0.9481230537935996,True
swebench,SWE-bench,scikit-learn/scikit-learn,scikit-learn__scikit-learn-26194,comments_docstrings,0,Comments/docstrings,True,True,0,0,0,0,0,0,518843.0,400537.0,-118306.0,input_plus_output_tokens_excludes_cached_input,,,1.0,-1.0,0.3333,,,True,False,False,False,False,False,False,-0.22801888047058552,False
swebench,SWE-bench,scikit-learn/scikit-learn,scikit-learn__scikit-learn-26194,comments_docstrings,1,Comments/docstrings,True,True,0,0,0,0,0,0,460576.0,525605.0,65029.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.1411905961231154,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-10449,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,387291.0,558719.0,171428.0,input_plus_output_tokens_excludes_cached_input,,,-1.0,1.0,-0.0667,,,True,False,False,False,False,False,False,0.4426335752702748,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-10449,naming,0,Naming,True,True,0,0,0,0,0,0,416014.0,975565.0,559551.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.0999999999999999,,,True,False,False,False,False,False,False,1.3450292538231887,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-10449,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,374935.0,762784.0,387849.0,input_plus_output_tokens_excludes_cached_input,,,1.0,2.0,-0.3333,,,True,False,False,False,False,False,False,1.034443303505941,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-10449,type_hints,1,Type hints,True,True,0,0,0,0,0,0,554643.0,864539.0,309896.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.5587305708356547,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9367,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,246085.0,304223.0,58138.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.23625170164780462,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9367,naming,0,Naming,True,True,0,0,0,0,0,0,176505.0,313277.0,136772.0,input_plus_output_tokens_excludes_cached_input,,,0.0,1.0,-0.3333,,,True,False,False,False,False,False,False,0.7748902297385343,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9367,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,212776.0,284400.0,71624.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.0,,,True,False,False,False,False,False,False,0.3366169116817686,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9367,type_hints,1,Type hints,True,True,0,0,0,0,0,0,174859.0,327878.0,153019.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.8750993657747099,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9673,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,260101.0,326402.0,66301.0,input_plus_output_tokens_excludes_cached_input,,,0.0,3.0,-0.3334,,,True,False,False,False,False,False,False,0.2549048254331971,True
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9673,naming,0,Naming,True,True,0,0,0,0,0,0,392263.0,371918.0,-20345.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-3.0,0.3334,,,True,False,False,False,False,False,False,-0.051865712544899724,False
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9673,type_hints,1,Type hints,True,True,0,0,0,0,0,0,718661.0,377250.0,-341411.0,input_plus_output_tokens_excludes_cached_input,,,0.0,1.0,-0.0999999999999999,,,True,False,False,False,False,False,False,-0.47506543418941616,False
swebench,SWE-bench,sphinx-doc/sphinx,sphinx-doc__sphinx-9673,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,403192.0,447693.0,44501.0,input_plus_output_tokens_excludes_cached_input,,,1.0,5.0,-0.3889,,,True,False,False,False,False,False,False,0.11037173356614219,True
swebench,SWE-bench,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25232,naming,0,Naming,True,True,0,0,0,0,0,0,827002.0,977987.0,150985.0,input_plus_output_tokens_excludes_cached_input,,,1.0,0.0,0.0,,,True,False,False,False,False,False,False,0.18256908689459034,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-3677,naming,0,Naming,True,False,0,0,0,0,8,8,413059.0,684397.0,271338.0,input_plus_output_tokens_excludes_cached_input,,,14.0,2.0,-0.2666999999999999,,,False,True,False,False,False,True,False,0.6568988933784278,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-3677,type_hints,1,Type hints,True,True,0,0,0,0,0,0,508335.0,358785.0,-149550.0,input_plus_output_tokens_excludes_cached_input,,,1.0,-1.0,0.0999999999999999,,,True,False,False,False,False,False,False,-0.2941957567352238,False
swebench,SWE-bench,pydata/xarray,pydata__xarray-3677,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,426628.0,547441.0,120813.0,input_plus_output_tokens_excludes_cached_input,,,1.0,0.0,0.0,,,True,False,False,False,False,False,False,0.28318113204009115,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-3677,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,327266.0,435829.0,108563.0,input_plus_output_tokens_excludes_cached_input,,,1.0,1.0,-0.3,,,True,False,False,False,False,False,False,0.33172709661254146,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4629,naming,0,Naming,True,False,0,0,0,0,1,1,204133.0,398155.0,194022.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,False,True,False,False,False,True,False,0.9504685670616706,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4629,type_hints,1,Type hints,True,True,0,0,0,0,0,0,197461.0,256233.0,58772.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.2976385210244048,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4629,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,172345.0,390754.0,218409.0,input_plus_output_tokens_excludes_cached_input,,,0.0,1.0,-0.3333,,,True,False,False,False,False,False,False,1.2672778438597,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4629,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,278069.0,268874.0,-9195.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.0,,,True,False,False,False,False,False,False,-0.03306733220891218,False
swebench,SWE-bench,pydata/xarray,pydata__xarray-4966,naming,0,Naming,True,False,0,4,4,0,17,17,489466.0,960559.0,471093.0,input_plus_output_tokens_excludes_cached_input,,,2.0,0.0,0.0,,,False,True,False,False,False,True,True,0.9624631741530566,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4966,type_hints,1,Type hints,True,True,0,0,0,0,0,0,454613.0,614080.0,159467.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.3507752747941656,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4966,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,459782.0,555215.0,95433.0,input_plus_output_tokens_excludes_cached_input,,,0.0,1.0,-0.0999999999999999,,,True,False,False,False,False,False,False,0.20756140953756344,True
swebench,SWE-bench,pydata/xarray,pydata__xarray-4966,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,516662.0,515154.0,-1508.0,input_plus_output_tokens_excludes_cached_input,,,1.0,1.0,-0.3,,,True,False,False,False,False,False,False,-0.0029187360401964923,False
swebench,SWE-bench,sympy/sympy,sympy__sympy-11618,naming,0,Naming,True,False,0,0,0,0,2,2,526554.0,521011.0,-5543.0,input_plus_output_tokens_excludes_cached_input,,,3.0,0.0,0.0,,,False,True,False,False,False,True,False,-0.010526935508988632,False
swebench,SWE-bench,sympy/sympy,sympy__sympy-11618,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,651001.0,644603.0,-6398.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,-0.009827941892562376,False
swebench,SWE-bench,sympy/sympy,sympy__sympy-11618,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,592535.0,1081342.0,488807.0,input_plus_output_tokens_excludes_cached_input,,,0.0,-1.0,0.0,,,True,False,False,False,False,False,False,0.8249419865493177,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-11618,type_hints,1,Type hints,True,True,0,0,0,0,0,0,501705.0,334294.0,-167411.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,-0.33368413709251454,False
swebench,SWE-bench,sympy/sympy,sympy__sympy-12096,naming,0,Naming,True,True,0,0,0,0,0,0,739131.0,1563817.0,824686.0,input_plus_output_tokens_excludes_cached_input,,,6.0,3.0,0.0357,,,True,False,False,False,False,False,False,1.1157507938376283,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-12096,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,532998.0,1076892.0,543894.0,input_plus_output_tokens_excludes_cached_input,,,1.0,-2.0,0.1332999999999999,,,True,False,False,False,False,False,False,1.020442853444103,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-12096,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,876074.0,1015008.0,138934.0,input_plus_output_tokens_excludes_cached_input,,,1.0,-2.0,-0.0857,,,True,False,False,False,False,False,False,0.15858705999721484,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-12096,type_hints,1,Type hints,True,True,0,0,0,0,0,0,846266.0,537162.0,-309104.0,input_plus_output_tokens_excludes_cached_input,,,0.0,3.0,-0.3,,,True,False,False,False,False,False,False,-0.3652563142085349,False
swebench,SWE-bench,sympy/sympy,sympy__sympy-12419,naming,0,Naming,True,False,0,1,1,0,7,7,2124867.0,2327688.0,202821.0,input_plus_output_tokens_excludes_cached_input,,,4.0,1.0,-0.1666999999999999,,,False,True,False,False,False,True,True,0.09545115058966043,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-12419,comments_docstrings,2,Comments/docstrings,True,True,0,0,0,0,0,0,1116747.0,2123692.0,1006945.0,input_plus_output_tokens_excludes_cached_input,,,1.0,1.0,0.1666999999999999,,,True,False,False,False,False,False,False,0.9016769241376964,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-12419,remove_tests,3,Remove tests,True,True,0,0,0,0,0,0,692285.0,868570.0,176285.0,input_plus_output_tokens_excludes_cached_input,,,1.0,1.0,-0.6667000000000001,,,True,False,False,False,False,False,False,0.2546422354954968,True
swebench,SWE-bench,sympy/sympy,sympy__sympy-12419,type_hints,1,Type hints,True,True,0,0,0,0,0,0,1927531.0,2052480.0,124949.0,input_plus_output_tokens_excludes_cached_input,,,0.0,0.0,0.0,,,True,False,False,False,False,False,False,0.06482334136260325,True
swebench,SWE-bench,django/django,django__django-16502,naming,0,Naming,False,False,1,1,0,0,0,0,645072.0,1429063.0,783991.0,input_plus_output_tokens_excludes_cached_input,,,6.0,0.0,0.0,,,False,False,False,True,True,False,False,1.215354255028896,True
swebench,SWE-bench,django/django,django__django-16502,comments_docstrings,2,Comments/docstrings,False,False,1,1,0,0,0,0,1470391.0,879418.0,-590973.0,input_plus_output_tokens_excludes_cached_input,,,2.0,2.0,-0.1667,,,False,False,False,True,True,False,False,-0.4019155449128837,False
swebench,SWE-bench,django/django,django__django-16502,remove_tests,3,Remove tests,False,False,1,1,0,0,0,0,573145.0,1002061.0,428916.0,input_plus_output_tokens_excludes_cached_input,,,7.0,-1.0,-0.1332999999999999,,,False,False,False,True,True,False,False,0.7483551282834187,True
