comparison_file,side,instance_id,repo,condition,chosen_condition,replication_index,target_success,fail_to_pass_failed_count,pass_to_pass_failed_count,log_path,event_count,first_edit_event_index,first_edit_observed,bootstrap_event_count,bootstrap_command_count,bootstrap_failed_command_count,bootstrap_edit_event_count,bootstrap_agent_message_count,bootstrap_test_command_count,bootstrap_failed_test_command_count,bootstrap_test_commands,bootstrap_failed_test_commands,execution_event_count,execution_command_count,execution_failed_command_count,execution_edit_event_count,execution_agent_message_count,execution_test_command_count,execution_failed_test_command_count,execution_test_commands,execution_failed_test_commands,total_command_count,total_test_command_count,total_failed_test_command_count
sphinx-doc_sphinx-10449_type_hints_rep_1_oracle_comparison.json,clean,sphinx-doc__sphinx-10449,sphinx-doc/sphinx,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-10449/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,57,30,True,30,12,0,0,4,0,0,,,27,9,0,2,4,2,0,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -k 'typehints_description'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py'",,21,2,0
sphinx-doc_sphinx-10449_type_hints_rep_1_oracle_comparison.json,degraded,sphinx-doc__sphinx-10449,sphinx-doc/sphinx,type_hints,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-10449/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,63,35,True,35,15,0,0,3,0,0,,,28,10,1,2,3,4,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_with_documented_init tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_with_documented_init_no_undoc -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_with_documented_init -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -q',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_with_documented_init tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_with_documented_init_no_undoc -q',25,4,1
sphinx-doc_sphinx-9367_comments_docstrings_rep_2_oracle_comparison.json,clean,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,clean,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/clean/rep_2/logs/agent_stdout.jsonl,32,15,True,15,5,0,0,3,0,0,,,17,6,0,1,2,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',,11,1,0
sphinx-doc_sphinx-9367_comments_docstrings_rep_2_oracle_comparison.json,degraded,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,comments_docstrings,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/comments_docstrings/rep_2/logs/agent_stdout.jsonl,39,22,True,22,8,0,0,4,0,0,,,17,5,0,2,2,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',,13,1,0
sphinx-doc_sphinx-9367_naming_rep_0_oracle_comparison.json,clean,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,clean,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,26,15,True,15,5,0,0,3,0,0,,,11,3,0,1,2,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',,8,1,0
sphinx-doc_sphinx-9367_naming_rep_0_oracle_comparison.json,degraded,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,naming,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,34,20,True,20,7,1,0,4,1,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py -q',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py -q',14,3,0,2,3,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py -q',,10,2,1
sphinx-doc_sphinx-9367_remove_tests_rep_3_oracle_comparison.json,clean,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,clean,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/clean/rep_3/logs/agent_stdout.jsonl,30,15,True,15,5,0,0,3,0,0,,,15,5,0,1,2,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',,10,1,0
sphinx-doc_sphinx-9367_remove_tests_rep_3_oracle_comparison.json,degraded,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,remove_tests,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/remove_tests/rep_3/logs/agent_stdout.jsonl,38,22,True,22,8,1,0,4,0,0,,,16,5,1,1,3,1,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',13,1,1
sphinx-doc_sphinx-9367_type_hints_rep_1_oracle_comparison.json,clean,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,28,17,True,17,6,0,0,3,0,0,,,11,3,0,1,2,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',,9,1,0
sphinx-doc_sphinx-9367_type_hints_rep_1_oracle_comparison.json,degraded,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,type_hints,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9367/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,40,22,True,22,8,0,0,4,0,0,,,18,5,0,2,3,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_pycode_ast.py',,13,1,0
sphinx-doc_sphinx-9673_comments_docstrings_rep_2_oracle_comparison.json,clean,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,clean,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/clean/rep_2/logs/agent_stdout.jsonl,37,17,True,17,6,0,0,3,0,0,,,20,6,0,2,3,1,0,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -k ""autodoc_typehints_description""'",,12,1,0
sphinx-doc_sphinx-9673_comments_docstrings_rep_2_oracle_comparison.json,degraded,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,comments_docstrings,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/comments_docstrings/rep_2/logs/agent_stdout.jsonl,48,30,True,30,12,0,0,4,0,0,,,18,6,0,1,3,1,0,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -k ""typehints_description""'",,18,1,0
sphinx-doc_sphinx-9673_naming_rep_0_oracle_comparison.json,clean,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,clean,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,45,24,True,24,9,0,0,3,0,0,,,21,5,0,2,3,1,0,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -k 'typehints_description'""",,14,1,0
sphinx-doc_sphinx-9673_naming_rep_0_oracle_comparison.json,degraded,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,naming,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,44,26,True,26,10,0,0,4,0,0,,,18,5,0,2,3,1,0,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -k ""autodoc_typehints_description""'",,15,1,0
sphinx-doc_sphinx-9673_type_hints_rep_1_oracle_comparison.json,clean,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,64,22,True,22,8,0,0,4,0,0,,,42,13,3,4,7,7,3,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_no_undoc'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_no_undoc tests/test_ext_autodoc_configs.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_no_undoc'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_no_undoc tests/test_ext_autodoc_configs.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py',21,7,3
sphinx-doc_sphinx-9673_type_hints_rep_1_oracle_comparison.json,degraded,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,type_hints,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,41,21,True,21,8,0,0,3,0,0,,,20,6,0,2,3,2,0,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -k 'typehints_description'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py'",,14,2,0
sphinx-doc_sphinx-9673_remove_tests_rep_3_oracle_comparison.json,clean,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,clean,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/clean/rep_3/logs/agent_stdout.jsonl,43,23,True,23,9,0,0,3,0,0,,,20,6,0,2,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py::test_autodoc_typehints_description_no_undoc -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc_configs.py -q',,15,2,0
sphinx-doc_sphinx-9673_remove_tests_rep_3_oracle_comparison.json,degraded,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,remove_tests,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/sphinx-doc__sphinx-9673/codex-cli/remove_tests/rep_3/logs/agent_stdout.jsonl,52,30,True,30,12,0,0,4,0,0,,,22,7,1,1,5,3,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc.py::test_autodoc_typehints_description_target_documented_returns -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc.py -q'|/usr/bin/bash -lc 'HOME=/tmp ./.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc.py -q',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest tests/test_ext_autodoc.py -q',19,3,1
scikit-learn_scikit-learn-25232_naming_rep_0_oracle_comparison.json,clean,scikit-learn__scikit-learn-25232,scikit-learn/scikit-learn,clean,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/scikit-learn__scikit-learn-25232/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,74,38,True,38,16,0,0,4,0,0,,,36,11,0,8,5,4,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_impute.py::test_iterative_imputer_initial_fill_value sklearn/impute/tests/test_impute.py::test_iterative_imputer_initial_fill_value_nan sklearn/impute/tests/test_impute.py::test_iterative_imputer_keep_empty_features -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_impute.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_common.py -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_impute.py::test_iterative_imputer_initial_fill_value sklearn/impute/tests/test_impute.py::test_iterative_imputer_initial_fill_value_nan -q',,27,4,0
scikit-learn_scikit-learn-25232_naming_rep_0_oracle_comparison.json,degraded,scikit-learn__scikit-learn-25232,scikit-learn/scikit-learn,naming,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/scikit-learn__scikit-learn-25232/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,85,46,True,46,20,0,0,4,0,0,,,39,13,2,8,4,3,2,"/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_impute.py -k 'iterative_imputer_constant_fill_value or iterative_imputer_keep_empty_features'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_common.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_common.py -k IterativeImputer'","/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_impute.py -k 'iterative_imputer_constant_fill_value or iterative_imputer_keep_empty_features'""|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest sklearn/impute/tests/test_common.py'",33,3,2
pydata_xarray-3677_naming_rep_0_oracle_comparison.json,clean,pydata__xarray-3677,pydata/xarray,clean,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,48,26,True,26,10,1,0,4,0,0,,,22,7,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeMethod::test_merge_dataarray xarray/tests/test_merge.py::TestMergeMethod::test_merge_dataarray_unnamed'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,17,2,0
pydata_xarray-3677_naming_rep_0_oracle_comparison.json,degraded,pydata__xarray-3677,pydata/xarray,naming,naming,0,False,0,8,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,59,36,True,36,15,1,0,4,0,0,,,23,7,1,4,4,2,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeMethod::test_merge_dataarray'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',22,2,1
pydata_xarray-3677_type_hints_rep_1_oracle_comparison.json,clean,pydata__xarray-3677,pydata/xarray,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,55,37,True,37,16,0,0,3,0,0,,,18,5,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeMethod::test_merge_dataarray xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays xarray/tests/test_merge.py::TestMergeMethod::test_merge'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,21,2,0
pydata_xarray-3677_type_hints_rep_1_oracle_comparison.json,degraded,pydata__xarray-3677,pydata/xarray,type_hints,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,48,30,True,30,12,1,0,4,0,0,,,18,4,0,4,5,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeMethod::test_merge_dataarray xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py -q',,16,2,0
pydata_xarray-3677_comments_docstrings_rep_2_oracle_comparison.json,clean,pydata__xarray-3677,pydata/xarray,clean,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/clean/rep_2/logs/agent_stdout.jsonl,48,30,True,30,12,0,0,4,0,0,,,18,5,0,4,3,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,17,1,0
pydata_xarray-3677_comments_docstrings_rep_2_oracle_comparison.json,degraded,pydata__xarray-3677,pydata/xarray,comments_docstrings,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/comments_docstrings/rep_2/logs/agent_stdout.jsonl,43,23,True,23,9,0,0,3,0,0,,,20,6,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_dataset_merge_dataarray xarray/tests/test_merge.py::TestMergeFunction::test_merge_dataarray_unnamed xarray/tests/test_merge.py::TestMergeMethod::test_merge_fill_value'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,15,2,0
pydata_xarray-3677_remove_tests_rep_3_oracle_comparison.json,clean,pydata__xarray-3677,pydata/xarray,clean,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/clean/rep_3/logs/agent_stdout.jsonl,45,27,True,27,11,2,0,3,0,0,,,18,5,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeMethod::test_merge_dataarray'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,16,2,0
pydata_xarray-3677_remove_tests_rep_3_oracle_comparison.json,degraded,pydata__xarray-3677,pydata/xarray,remove_tests,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-3677/codex-cli/remove_tests/rep_3/logs/agent_stdout.jsonl,63,39,True,39,17,0,0,3,0,0,,,24,7,0,4,5,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_dataset.py::TestDataset::test_merge_dataarray xarray/tests/test_dataset.py::TestDataset::test_merge_dataarray_overwrite_vars'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_dataset.py::TestDataset::test_merge_multiindex_level xarray/tests/test_dataset.py::TestDataset::test_merge_dataarray xarray/tests/test_dataset.py::TestDataset::test_merge_dataarray_overwrite_vars',,24,2,0
pydata_xarray-4629_naming_rep_0_oracle_comparison.json,clean,pydata__xarray-4629,pydata/xarray,clean,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,31,17,True,17,6,0,0,3,0,0,,,14,3,0,4,3,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,9,1,0
pydata_xarray-4629_naming_rep_0_oracle_comparison.json,degraded,pydata__xarray-4629,pydata/xarray,naming,naming,0,False,0,1,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,36,17,True,17,6,1,0,3,0,0,,,19,5,0,4,4,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_attrs_override_copies_attrs xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,11,2,0
pydata_xarray-4629_type_hints_rep_1_oracle_comparison.json,clean,pydata__xarray-4629,pydata/xarray,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,35,17,True,17,6,1,0,3,0,0,,,18,6,0,2,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,12,2,0
pydata_xarray-4629_type_hints_rep_1_oracle_comparison.json,degraded,pydata__xarray-4629,pydata/xarray,type_hints,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/type_hints/rep_1/logs/agent_stdout.jsonl,34,18,True,18,6,0,0,4,0,0,,,16,5,0,2,3,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_attrs_override_copies_attrs xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs',,11,1,0
pydata_xarray-4629_comments_docstrings_rep_2_oracle_comparison.json,clean,pydata__xarray-4629,pydata/xarray,clean,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/clean/rep_2/logs/agent_stdout.jsonl,26,15,True,15,5,1,0,3,0,0,,,11,3,0,2,2,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py -q',,8,1,0
pydata_xarray-4629_comments_docstrings_rep_2_oracle_comparison.json,degraded,pydata__xarray-4629,pydata/xarray,comments_docstrings,comments_docstrings,2,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/comments_docstrings/rep_2/logs/agent_stdout.jsonl,49,29,True,29,11,2,0,5,1,1,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs -q',/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs -q',20,6,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_attrs_override_copies_attrs xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py -q',,17,3,1
pydata_xarray-4629_remove_tests_rep_3_oracle_comparison.json,clean,pydata__xarray-4629,pydata/xarray,clean,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/clean/rep_3/logs/agent_stdout.jsonl,39,17,True,17,6,1,0,3,0,0,,,22,7,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py::TestMergeFunction::test_merge_attrs_override_copies_attrs xarray/tests/test_merge.py::TestMergeFunction::test_merge_arrays_attrs'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_merge.py',,13,2,0
pydata_xarray-4629_remove_tests_rep_3_oracle_comparison.json,degraded,pydata__xarray-4629,pydata/xarray,remove_tests,remove_tests,3,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4629/codex-cli/remove_tests/rep_3/logs/agent_stdout.jsonl,40,15,True,15,5,0,0,3,0,0,,,25,9,0,2,4,1,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_concat.py::TestConcatDataset::test_concat_combine_attrs_kwarg xarray/tests/test_concat.py::TestConcatDataArray::test_concat_combine_attrs_kwarg',,14,1,0
pydata_xarray-4966_naming_rep_0_oracle_comparison.json,clean,pydata__xarray-4966,pydata/xarray,clean,naming,0,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4966/codex-cli/clean/rep_0/logs/agent_stdout.jsonl,56,36,True,36,15,3,0,4,0,0,,,20,6,0,4,3,2,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_coding.py::test_decode_unsigned_false_unsigned_integer_data -q'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_coding.py -q',,21,2,0
pydata_xarray-4966_naming_rep_0_oracle_comparison.json,degraded,pydata__xarray-4966,pydata/xarray,naming,naming,0,False,4,17,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4966/codex-cli/naming/rep_0/logs/agent_stdout.jsonl,74,42,True,42,18,2,0,4,0,0,,,32,11,0,6,3,3,0,/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_coding.py::test_unsigned_false_decodes_unsigned_byte_as_signed xarray/tests/test_coding.py::test_unsigned_false_decodes_fill_value_before_masking xarray/tests/test_coding.py::test_CFMaskCoder_decode xarray/tests/test_coding.py::test_coder_roundtrip'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_coding.py xarray/tests/test_conventions.py'|/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_backends.py::TestScipyInMemoryData::test_roundtrip_mask_and_scale',,29,3,0
pydata_xarray-4966_type_hints_rep_1_oracle_comparison.json,clean,pydata__xarray-4966,pydata/xarray,clean,type_hints,1,True,0,0,<LOCAL_SWEBENCH_RUN_ROOT>/runs/pydata__xarray-4966/codex-cli/clean/rep_1/logs/agent_stdout.jsonl,60,37,True,37,16,1,0,3,0,0,,,23,7,0,4,4,2,0,"/usr/bin/bash -lc './.pilot-venv-py39/bin/python -m pytest xarray/tests/test_coding.py -q'|/usr/bin/bash -lc ""./.pilot-venv-py39/bin/python -m pytest xarray/tests/test_backends.py -q -k 'roundtrip_mask_and_scale'""",,23,2,0
